DATE,LRUNTTTTCAM156S
2010-01-01,8.0750000000000000
2011-01-01,7.5500000000000000
2012-01-01,7.3750000000000000
2013-01-01,7.1333333333333333
2014-01-01,6.9666666666666667
2015-01-01,6.9416666666666667
2016-01-01,7.0500000000000000
2017-01-01,6.3833333333333333
2018-01-01,5.9083333333333333
2019-01-01,5.7500000000000000
