Region,Sex,Age group,Year,"Rate (per 100,000)",Counts,Population
Prince Edward Island,Both sexes,'80+',2015,3315,180,5430
Prince Edward Island,Both sexes,'35+',2016,1095,930,84940
Prince Edward Island,Both sexes,'35-49',2016,343,100,29180
Prince Edward Island,Both sexes,'50-64',2016,1044,330,31600
Prince Edward Island,Both sexes,'65-79',2016,1827,340,18610
Prince Edward Island,Both sexes,'80+',2016,2703,150,5550
Prince Edward Island,Both sexes,'35+',2017,1055,910,86270
Prince Edward Island,Both sexes,'35-49',2017,304,90,29640
Prince Edward Island,Both sexes,'50-64',2017,1044,330,31620
Prince Edward Island,Both sexes,'65-79',2017,1760,340,19320
Prince Edward Island,Both sexes,'80+',2017,2469,140,5670
Prince Edward Island,Females,'35+',2000,840,320,38110
Prince Edward Island,Females,'35-49',2000,242,40,16500
Prince Edward Island,Females,'50-64',2000,790,90,11390
Prince Edward Island,Females,'65-79',2000,1618,110,6800
Prince Edward Island,Females,'80+',2000,2065,70,3390
Prince Edward Island,Females,'35+',2001,834,320,38370
Prince Edward Island,Females,'35-49',2001,304,50,16450
Prince Edward Island,Females,'50-64',2001,770,90,11690
Prince Edward Island,Females,'65-79',2001,1468,100,6810
Prince Edward Island,Females,'80+',2001,2339,80,3420
Prince Edward Island,Females,'35+',2002,853,330,38680
Prince Edward Island,Females,'35-49',2002,245,40,16350
Prince Edward Island,Females,'50-64',2002,661,80,12110
Prince Edward Island,Females,'65-79',2002,1775,120,6760
Prince Edward Island,Females,'80+',2002,2601,90,3460
Prince Edward Island,Females,'35+',2003,817,320,39180
Prince Edward Island,Females,'35-49',2003,244,40,16390
Prince Edward Island,Females,'50-64',2003,714,90,12610
Prince Edward Island,Females,'65-79',2003,1773,120,6770
Prince Edward Island,Females,'80+',2003,2353,80,3400
Prince Edward Island,Females,'35+',2004,836,330,39490
Prince Edward Island,Females,'35-49',2004,368,60,16290
Prince Edward Island,Females,'50-64',2004,690,90,13040
Prince Edward Island,Females,'65-79',2004,1770,120,6780
Prince Edward Island,Females,'80+',2004,1775,60,3380
Prince Edward Island,Females,'35+',2005,804,320,39780
Prince Edward Island,Females,'35-49',2005,248,40,16120
Prince Edward Island,Females,'50-64',2005,743,100,13450
Prince Edward Island,Females,'65-79',2005,1608,110,6840
Prince Edward Island,Females,'80+',2005,2077,70,3370
Prince Edward Island,Females,'35+',2006,796,320,40200
Prince Edward Island,Females,'35-49',2006,313,50,15990
Prince Edward Island,Females,'50-64',2006,794,110,13860
Prince Edward Island,Females,'65-79',2006,1302,90,6910
Prince Edward Island,Females,'80+',2006,2047,70,3420
Prince Edward Island,Females,'35+',2007,661,270,40850
Prince Edward Island,Females,'35-49',2007,313,50,16000
Prince Edward Island,Females,'50-64',2007,558,80,14340
Prince Edward Island,Females,'65-79',2007,1130,80,7080
Prince Edward Island,Females,'80+',2007,1749,60,3430
Prince Edward Island,Females,'35+',2008,1055,440,41720
Prince Edward Island,Females,'35-49',2008,558,90,16140
Prince Edward Island,Females,'50-64',2008,1014,150,14790
Prince Edward Island,Females,'65-79',2008,1778,130,7310
Prince Edward Island,Females,'80+',2008,2292,80,3490
Prince Edward Island,Females,'35+',2009,995,420,42190
Prince Edward Island,Females,'35-49',2009,499,80,16020
Prince Edward Island,Females,'50-64',2009,921,140,15200
Prince Edward Island,Females,'65-79',2009,1471,110,7480
Prince Edward Island,Females,'80+',2009,2017,70,3470
Prince Edward Island,Females,'35+',2010,1169,500,42760
Prince Edward Island,Females,'35-49',2010,627,100,15960
Prince Edward Island,Females,'50-64',2010,1153,180,15610
Prince Edward Island,Females,'65-79',2010,1948,150,7700
Prince Edward Island,Females,'80+',2010,2286,80,3500
Prince Edward Island,Females,'35+',2011,1112,480,43150
Prince Edward Island,Females,'35-49',2011,380,60,15780
Prince Edward Island,Females,'50-64',2011,1141,180,15770
Prince Edward Island,Females,'65-79',2011,1985,160,8060
Prince Edward Island,Females,'80+',2011,2266,80,3530
Prince Edward Island,Females,'35+',2012,1127,490,43460
Prince Edward Island,Females,'35-49',2012,388,60,15470
Prince Edward Island,Females,'50-64',2012,1127,180,15970
Prince Edward Island,Females,'65-79',2012,1896,160,8440
Prince Edward Island,Females,'80+',2012,2786,100,3590
Prince Edward Island,Females,'35+',2013,1122,490,43670
Prince Edward Island,Females,'35-49',2013,527,80,15180
Prince Edward Island,Females,'50-64',2013,929,150,16140
Prince Edward Island,Females,'65-79',2013,1932,170,8800
Prince Edward Island,Females,'80+',2013,2535,90,3550
Prince Edward Island,Females,'35+',2014,1257,550,43740
Prince Edward Island,Females,'35-49',2014,470,70,14890
Prince Edward Island,Females,'50-64',2014,1235,200,16200
Prince Edward Island,Females,'65-79',2014,2079,190,9140
Prince Edward Island,Females,'80+',2014,2571,90,3500
Prince Edward Island,Females,'35+',2015,1211,530,43760
Prince Edward Island,Females,'35-49',2015,339,50,14770
Prince Edward Island,Females,'50-64',2015,1117,180,16110
Prince Edward Island,Females,'65-79',2015,2128,200,9400
Prince Edward Island,Females,'80+',2015,3152,110,3490
Prince Edward Island,Females,'35+',2016,1043,460,44100
Prince Edward Island,Females,'35-49',2016,336,50,14870
Prince Edward Island,Females,'50-64',2016,935,150,16050
Prince Edward Island,Females,'65-79',2016,1760,170,9660
Prince Edward Island,Females,'80+',2016,2557,90,3520
Prince Edward Island,Females,'35+',2017,983,440,44780
Prince Edward Island,Females,'35-49',2017,331,50,15120
Prince Edward Island,Females,'50-64',2017,1058,170,16070
Prince Edward Island,Females,'65-79',2017,1595,160,10030
Prince Edward Island,Females,'80+',2017,1685,60,3560
Prince Edward Island,Males,'35+',2000,952,330,34680
Prince Edward Island,Males,'35-49',2000,246,40,16280
Prince Edward Island,Males,'50-64',2000,705,80,11340
Prince Edward Island,Males,'65-79',2000,2847,160,5620
Prince Edward Island,Males,'80+',2000,4110,60,1460
Prince Edward Island,Males,'35+',2001,1032,360,34890
Prince Edward Island,Males,'35-49',2001,248,40,16100
Prince Edward Island,Males,'50-64',2001,855,100,11700
Prince Edward Island,Males,'65-79',2001,2664,150,5630
Prince Edward Island,Males,'80+',2001,4861,70,1440
Prince Edward Island,Males,'35+',2002,970,340,35050
Prince Edward Island,Males,'35-49',2002,251,40,15910
Prince Edward Island,Males,'50-64',2002,834,100,11990
Prince Edward Island,Males,'65-79',2002,2460,140,5690
Prince Edward Island,Males,'80+',2002,4138,60,1450
Prince Edward Island,Males,'35+',2003,955,340,35610
Prince Edward Island,Males,'35-49',2003,251,40,15950
Prince Edward Island,Males,'50-64',2003,887,110,12400
Prince Edward Island,Males,'65-79',2003,2245,130,5790
Prince Edward Island,Males,'80+',2003,4110,60,1460
Prince Edward Island,Males,'35+',2004,779,280,35960
Prince Edward Island,Males,'35-49',2004,190,30,15830
Prince Edward Island,Males,'50-64',2004,859,110,12800
Prince Edward Island,Males,'65-79',2004,1868,110,5890
Prince Edward Island,Males,'80+',2004,2055,30,1460
Prince Edward Island,Males,'35+',2005,906,330,36430
Prince Edward Island,Males,'35-49',2005,255,40,15670
Prince Edward Island,Males,'50-64',2005,755,100,13250
Prince Edward Island,Males,'65-79',2005,2003,120,5990
Prince Edward Island,Males,'80+',2005,4605,70,1520
Prince Edward Island,Males,'35+',2006,920,340,36960
Prince Edward Island,Males,'35-49',2006,191,30,15670
Prince Edward Island,Males,'50-64',2006,954,130,13620
Prince Edward Island,Males,'65-79',2006,1948,120,6160
Prince Edward Island,Males,'80+',2006,3974,60,1510
Prince Edward Island,Males,'35+',2007,878,330,37600
Prince Edward Island,Males,'35-49',2007,256,40,15600
Prince Edward Island,Males,'50-64',2007,851,120,14100
Prince Edward Island,Males,'65-79',2007,1893,120,6340
Prince Edward Island,Males,'80+',2007,2597,40,1540
Prince Edward Island,Males,'35+',2008,1067,410,38440
Prince Edward Island,Males,'35-49',2008,381,60,15740
Prince Edward Island,Males,'50-64',2008,1037,150,14470
Prince Edward Island,Males,'65-79',2008,2121,140,6600
Prince Edward Island,Males,'80+',2008,4268,70,1640
Prince Edward Island,Males,'35+',2009,1179,460,39000
Prince Edward Island,Males,'35-49',2009,509,80,15720
Prince Edward Island,Males,'50-64',2009,1078,160,14840
Prince Edward Island,Males,'65-79',2009,2370,160,6750
Prince Edward Island,Males,'80+',2009,4118,70,1700
Prince Edward Island,Males,'35+',2010,1216,480,39470
Prince Edward Island,Males,'35-49',2010,513,80,15600
Prince Edward Island,Males,'50-64',2010,1187,180,15170
Prince Edward Island,Males,'65-79',2010,2579,180,6980
Prince Edward Island,Males,'80+',2010,3448,60,1740
Prince Edward Island,Males,'35+',2011,1204,480,39860
Prince Edward Island,Males,'35-49',2011,390,60,15390
Prince Edward Island,Males,'50-64',2011,1113,170,15280
Prince Edward Island,Males,'65-79',2011,2578,190,7370
Prince Edward Island,Males,'80+',2011,2762,50,1810
Prince Edward Island,Males,'35+',2012,1321,530,40130
Prince Edward Island,Males,'35-49',2012,333,50,15030
Prince Edward Island,Males,'50-64',2012,1230,190,15450
Prince Edward Island,Males,'65-79',2012,2445,190,7770
Prince Edward Island,Males,'80+',2012,5291,100,1890
Prince Edward Island,Males,'35+',2013,1260,510,40470
Prince Edward Island,Males,'35-49',2013,403,60,14890
Prince Edward Island,Males,'50-64',2013,1284,200,15580
Prince Edward Island,Males,'65-79',2013,1980,160,8080
Prince Edward Island,Males,'80+',2013,4688,90,1920
Prince Edward Island,Males,'35+',2014,1406,570,40530
Prince Edward Island,Males,'35-49',2014,412,60,14550
Prince Edward Island,Males,'50-64',2014,1340,210,15670
Prince Edward Island,Males,'65-79',2014,2741,230,8390
Prince Edward Island,Males,'80+',2014,3627,70,1930
Prince Edward Island,Males,'35+',2015,1307,530,40540
Prince Edward Island,Males,'35-49',2015,418,60,14370
Prince Edward Island,Males,'50-64',2015,1344,210,15630
Prince Edward Island,Males,'65-79',2015,2212,190,8590
Prince Edward Island,Males,'80+',2015,3590,70,1950
Prince Edward Island,Males,'35+',2016,1151,470,40850
Prince Edward Island,Males,'35-49',2016,280,40,14310
Prince Edward Island,Males,'50-64',2016,1158,180,15550
Prince Edward Island,Males,'65-79',2016,2009,180,8960
Prince Edward Island,Males,'80+',2016,3431,70,2040
Prince Edward Island,Males,'35+',2017,1133,470,41490
Prince Edward Island,Males,'35-49',2017,344,50,14540
Prince Edward Island,Males,'50-64',2017,1093,170,15560
Prince Edward Island,Males,'65-79',2017,1938,180,9290
Prince Edward Island,Males,'80+',2017,3318,70,2110
Nova Scotia,Both sexes,'35+',2000,1292,6370,493200
Nova Scotia,Both sexes,'35-49',2000,580,1330,229220
Nova Scotia,Both sexes,'50-64',2000,1344,2050,152570
Nova Scotia,Both sexes,'65-79',2000,2548,2050,80440
Nova Scotia,Both sexes,'80+',2000,3035,940,30970
Nova Scotia,Both sexes,'35+',2001,1265,6290,497090
Nova Scotia,Both sexes,'35-49',2001,612,1400,228840
Nova Scotia,Both sexes,'50-64',2001,1345,2110,156890
Nova Scotia,Both sexes,'65-79',2001,2352,1880,79940
Nova Scotia,Both sexes,'80+',2001,2865,900,31410
Nova Scotia,Both sexes,'35+',2002,1199,6010,501130
Nova Scotia,Both sexes,'35-49',2002,570,1300,228130
Nova Scotia,Both sexes,'50-64',2002,1282,2070,161480
Nova Scotia,Both sexes,'65-79',2002,2192,1750,79830
Nova Scotia,Both sexes,'80+',2002,2809,890,31680
Nova Scotia,Both sexes,'35+',2003,1245,6290,505060
Nova Scotia,Both sexes,'35-49',2003,591,1340,226680
Nova Scotia,Both sexes,'50-64',2003,1347,2240,166280
Nova Scotia,Both sexes,'65-79',2003,2204,1770,80310
Nova Scotia,Both sexes,'80+',2003,2926,930,31780
Nova Scotia,Both sexes,'35+',2004,1239,6310,509090
Nova Scotia,Both sexes,'35-49',2004,596,1340,224900
Nova Scotia,Both sexes,'50-64',2004,1299,2230,171630
Nova Scotia,Both sexes,'65-79',2004,2209,1780,80590
Nova Scotia,Both sexes,'80+',2004,3004,960,31960
Nova Scotia,Both sexes,'35+',2005,1188,6100,513540
Nova Scotia,Both sexes,'35-49',2005,581,1300,223750
Nova Scotia,Both sexes,'50-64',2005,1214,2140,176320
Nova Scotia,Both sexes,'65-79',2005,2160,1760,81500
Nova Scotia,Both sexes,'80+',2005,2816,900,31960
Nova Scotia,Both sexes,'35+',2006,1146,5940,518470
Nova Scotia,Both sexes,'35-49',2006,549,1220,222240
Nova Scotia,Both sexes,'50-64',2006,1203,2180,181210
Nova Scotia,Both sexes,'65-79',2006,2016,1670,82830
Nova Scotia,Both sexes,'80+',2006,2673,860,32170
Nova Scotia,Both sexes,'35+',2007,1049,5480,522270
Nova Scotia,Both sexes,'35-49',2007,493,1080,219180
Nova Scotia,Both sexes,'50-64',2007,1075,2000,186120
Nova Scotia,Both sexes,'65-79',2007,1854,1570,84700
Nova Scotia,Both sexes,'80+',2007,2543,820,32250
Nova Scotia,Both sexes,'35+',2008,1228,6480,527630
Nova Scotia,Both sexes,'35-49',2008,590,1280,217120
Nova Scotia,Both sexes,'50-64',2008,1263,2410,190750
Nova Scotia,Both sexes,'65-79',2008,2137,1860,87050
Nova Scotia,Both sexes,'80+',2008,2872,940,32730
Nova Scotia,Both sexes,'35+',2009,1202,6390,531660
Nova Scotia,Both sexes,'35-49',2009,573,1230,214580
Nova Scotia,Both sexes,'50-64',2009,1288,2510,194850
Nova Scotia,Both sexes,'65-79',2009,1959,1750,89310
Nova Scotia,Both sexes,'80+',2009,2735,900,32910
Nova Scotia,Both sexes,'35+',2010,1074,5760,536250
Nova Scotia,Both sexes,'35-49',2010,510,1080,211730
Nova Scotia,Both sexes,'50-64',2010,1058,2110,199360
Nova Scotia,Both sexes,'65-79',2010,1882,1730,91910
Nova Scotia,Both sexes,'80+',2010,2497,830,33240
Nova Scotia,Both sexes,'35+',2011,1028,5560,540790
Nova Scotia,Both sexes,'35-49',2011,432,900,208360
Nova Scotia,Both sexes,'50-64',2011,989,2000,202220
Nova Scotia,Both sexes,'65-79',2011,1856,1790,96440
Nova Scotia,Both sexes,'80+',2011,2605,880,33780
Nova Scotia,Both sexes,'35+',2012,976,5320,544870
Nova Scotia,Both sexes,'35-49',2012,396,810,204600
Nova Scotia,Both sexes,'50-64',2012,953,1950,204630
Nova Scotia,Both sexes,'65-79',2012,1646,1670,101440
Nova Scotia,Both sexes,'80+',2012,2546,870,34170
Nova Scotia,Both sexes,'35+',2013,892,4910,550200
Nova Scotia,Both sexes,'35-49',2013,352,710,201700
Nova Scotia,Both sexes,'50-64',2013,852,1770,207840
Nova Scotia,Both sexes,'65-79',2013,1546,1640,106050
Nova Scotia,Both sexes,'80+',2013,2226,770,34590
Nova Scotia,Both sexes,'35+',2014,991,5500,555050
Nova Scotia,Both sexes,'35-49',2014,378,750,198570
Nova Scotia,Both sexes,'50-64',2014,930,1960,210840
Nova Scotia,Both sexes,'65-79',2014,1746,1930,110530
Nova Scotia,Both sexes,'80+',2014,2477,870,35130
Nova Scotia,Both sexes,'35+',2015,956,5350,559580
Nova Scotia,Both sexes,'35-49',2015,350,690,197050
Nova Scotia,Both sexes,'50-64',2015,933,1980,212160
Nova Scotia,Both sexes,'65-79',2015,1593,1830,114910
Nova Scotia,Both sexes,'80+',2015,2369,840,35460
Nova Scotia,Both sexes,'35+',2016,969,5480,565360
Nova Scotia,Both sexes,'35-49',2016,346,680,196760
Nova Scotia,Both sexes,'50-64',2016,980,2090,213290
Nova Scotia,Both sexes,'65-79',2016,1628,1940,119200
Nova Scotia,Both sexes,'80+',2016,2132,770,36110
Nova Scotia,Both sexes,'35+',2017,814,4660,572530
Nova Scotia,Both sexes,'35-49',2017,278,550,198050
Nova Scotia,Both sexes,'50-64',2017,791,1690,213770
Nova Scotia,Both sexes,'65-79',2017,1413,1750,123810
Nova Scotia,Both sexes,'80+',2017,1842,680,36910
Nova Scotia,Females,'35+',2000,1233,3210,260440
Nova Scotia,Females,'35-49',2000,622,730,117310
Nova Scotia,Females,'50-64',2000,1327,1020,76840
Nova Scotia,Females,'65-79',2000,2099,940,44790
Nova Scotia,Females,'80+',2000,2463,530,21520
Nova Scotia,Females,'35+',2001,1221,3200,262110
Nova Scotia,Females,'35-49',2001,675,790,117010
Nova Scotia,Females,'50-64',2001,1291,1020,79020
Nova Scotia,Females,'65-79',2001,1966,870,44260
Nova Scotia,Females,'80+',2001,2382,520,21830
Nova Scotia,Females,'35+',2002,1171,3090,263870
Nova Scotia,Females,'35-49',2002,617,720,116600
Nova Scotia,Females,'50-64',2002,1241,1010,81370
Nova Scotia,Females,'65-79',2002,1934,850,43950
Nova Scotia,Females,'80+',2002,2279,500,21940
Nova Scotia,Females,'35+',2003,1247,3310,265440
Nova Scotia,Females,'35-49',2003,648,750,115660
Nova Scotia,Females,'50-64',2003,1335,1120,83870
Nova Scotia,Females,'65-79',2003,2001,880,43980
Nova Scotia,Females,'80+',2003,2554,560,21930
Nova Scotia,Females,'35+',2004,1258,3360,267050
Nova Scotia,Females,'35-49',2004,663,760,114640
Nova Scotia,Females,'50-64',2004,1329,1150,86550
Nova Scotia,Females,'65-79',2004,2003,880,43930
Nova Scotia,Females,'80+',2004,2599,570,21930
Nova Scotia,Females,'35+',2005,1183,3180,268850
Nova Scotia,Females,'35-49',2005,649,740,113990
Nova Scotia,Females,'50-64',2005,1237,1100,88960
Nova Scotia,Females,'65-79',2005,1861,820,44070
Nova Scotia,Females,'80+',2005,2381,520,21840
Nova Scotia,Females,'35+',2006,1158,3140,271080
Nova Scotia,Females,'35-49',2006,618,700,113270
Nova Scotia,Females,'50-64',2006,1237,1130,91360
Nova Scotia,Females,'65-79',2006,1820,810,44500
Nova Scotia,Females,'80+',2006,2279,500,21940
Nova Scotia,Females,'35+',2007,1056,2880,272760
Nova Scotia,Females,'35-49',2007,537,600,111800
Nova Scotia,Females,'50-64',2007,1066,1000,93830
Nova Scotia,Females,'65-79',2007,1701,770,45280
Nova Scotia,Females,'80+',2007,2334,510,21850
Nova Scotia,Females,'35+',2008,1243,3420,275230
Nova Scotia,Females,'35-49',2008,642,710,110650
Nova Scotia,Females,'50-64',2008,1299,1250,96260
Nova Scotia,Females,'65-79',2008,1963,910,46350
Nova Scotia,Females,'80+',2008,2503,550,21970
Nova Scotia,Females,'35+',2009,1210,3350,276900
Nova Scotia,Females,'35-49',2009,622,680,109250
Nova Scotia,Females,'50-64',2009,1290,1270,98420
Nova Scotia,Females,'65-79',2009,1863,880,47230
Nova Scotia,Females,'80+',2009,2366,520,21980
Nova Scotia,Females,'35+',2010,1065,2970,278910
Nova Scotia,Females,'35-49',2010,585,630,107660
Nova Scotia,Females,'50-64',2010,1001,1010,100850
Nova Scotia,Females,'65-79',2010,1717,830,48330
Nova Scotia,Females,'80+',2010,2221,490,22060
Nova Scotia,Females,'35+',2011,1025,2880,280990
Nova Scotia,Females,'35-49',2011,463,490,105940
Nova Scotia,Females,'50-64',2011,978,1000,102270
Nova Scotia,Females,'65-79',2011,1782,900,50500
Nova Scotia,Females,'80+',2011,2198,490,22290
Nova Scotia,Females,'35+',2012,944,2670,282840
Nova Scotia,Females,'35-49',2012,432,450,104090
Nova Scotia,Females,'50-64',2012,908,940,103490
Nova Scotia,Females,'65-79',2012,1493,790,52910
Nova Scotia,Females,'80+',2012,2237,500,22350
Nova Scotia,Females,'35+',2013,866,2470,285130
Nova Scotia,Females,'35-49',2013,370,380,102590
Nova Scotia,Females,'50-64',2013,848,890,104950
Nova Scotia,Females,'65-79',2013,1360,750,55150
Nova Scotia,Females,'80+',2013,2006,450,22430
Nova Scotia,Females,'35+',2014,932,2680,287480
Nova Scotia,Females,'35-49',2014,415,420,101090
Nova Scotia,Females,'50-64',2014,854,910,106540
Nova Scotia,Females,'65-79',2014,1466,840,57310
Nova Scotia,Females,'80+',2014,2218,500,22540
Nova Scotia,Females,'35+',2015,901,2610,289630
Nova Scotia,Females,'35-49',2015,359,360,100400
Nova Scotia,Females,'50-64',2015,896,960,107160
Nova Scotia,Females,'65-79',2015,1425,850,59630
Nova Scotia,Females,'80+',2015,2004,450,22460
Nova Scotia,Females,'35+',2016,892,2610,292440
Nova Scotia,Females,'35-49',2016,379,380,100220
Nova Scotia,Females,'50-64',2016,901,970,107660
Nova Scotia,Females,'65-79',2016,1374,850,61860
Nova Scotia,Females,'80+',2016,1850,420,22700
Nova Scotia,Females,'35+',2017,770,2280,296010
Nova Scotia,Females,'35-49',2017,308,310,100730
Nova Scotia,Females,'50-64',2017,741,800,108020
Nova Scotia,Females,'65-79',2017,1243,800,64340
Nova Scotia,Females,'80+',2017,1571,360,22910
Nova Scotia,Males,'35+',2000,1358,3160,232750
Nova Scotia,Males,'35-49',2000,536,600,111910
Nova Scotia,Males,'50-64',2000,1373,1040,75750
Nova Scotia,Males,'65-79',2000,3114,1110,35640
Nova Scotia,Males,'80+',2000,4339,410,9450
Nova Scotia,Males,'35+',2001,1315,3090,234980
Nova Scotia,Males,'35-49',2001,554,620,111840
Nova Scotia,Males,'50-64',2001,1387,1080,77860
Nova Scotia,Males,'65-79',2001,2803,1000,35670
Nova Scotia,Males,'80+',2001,3962,380,9590
Nova Scotia,Males,'35+',2002,1231,2920,237250
Nova Scotia,Males,'35-49',2002,520,580,111520
Nova Scotia,Males,'50-64',2002,1323,1060,80110
Nova Scotia,Males,'65-79',2002,2480,890,35880
Nova Scotia,Males,'80+',2002,4107,400,9740
Nova Scotia,Males,'35+',2003,1240,2970,239610
Nova Scotia,Males,'35-49',2003,531,590,111010
Nova Scotia,Males,'50-64',2003,1371,1130,82430
Nova Scotia,Males,'65-79',2003,2450,890,36330
Nova Scotia,Males,'80+',2003,3756,370,9850
Nova Scotia,Males,'35+',2004,1215,2940,242030
Nova Scotia,Males,'35-49',2004,526,580,110270
Nova Scotia,Males,'50-64',2004,1258,1070,85060
Nova Scotia,Males,'65-79',2004,2454,900,36670
Nova Scotia,Males,'80+',2004,3884,390,10040
Nova Scotia,Males,'35+',2005,1189,2910,244670
Nova Scotia,Males,'35-49',2005,501,550,109760
Nova Scotia,Males,'50-64',2005,1202,1050,87370
Nova Scotia,Males,'65-79',2005,2511,940,37430
Nova Scotia,Males,'80+',2005,3663,370,10100
Nova Scotia,Males,'35+',2006,1132,2800,247390
Nova Scotia,Males,'35-49',2006,477,520,108980
Nova Scotia,Males,'50-64',2006,1179,1060,89870
Nova Scotia,Males,'65-79',2006,2244,860,38320
Nova Scotia,Males,'80+',2006,3519,360,10230
Nova Scotia,Males,'35+',2007,1042,2600,249510
Nova Scotia,Males,'35-49',2007,447,480,107380
Nova Scotia,Males,'50-64',2007,1094,1010,92310
Nova Scotia,Males,'65-79',2007,2029,800,39420
Nova Scotia,Males,'80+',2007,2981,310,10400
Nova Scotia,Males,'35+',2008,1212,3060,252400
Nova Scotia,Males,'35-49',2008,526,560,106450
Nova Scotia,Males,'50-64',2008,1217,1150,94480
Nova Scotia,Males,'65-79',2008,2358,960,40710
Nova Scotia,Males,'80+',2008,3625,390,10760
Nova Scotia,Males,'35+',2009,1193,3040,254760
Nova Scotia,Males,'35-49',2009,522,550,105320
Nova Scotia,Males,'50-64',2009,1286,1240,96420
Nova Scotia,Males,'65-79',2009,2067,870,42090
Nova Scotia,Males,'80+',2009,3391,370,10910
Nova Scotia,Males,'35+',2010,1084,2790,257340
Nova Scotia,Males,'35-49',2010,432,450,104060
Nova Scotia,Males,'50-64',2010,1127,1110,98510
Nova Scotia,Males,'65-79',2010,2065,900,43590
Nova Scotia,Males,'80+',2010,3041,340,11180
Nova Scotia,Males,'35+',2011,1039,2700,259810
Nova Scotia,Males,'35-49',2011,400,410,102430
Nova Scotia,Males,'50-64',2011,991,990,99930
Nova Scotia,Males,'65-79',2011,1958,900,45960
Nova Scotia,Males,'80+',2011,3394,390,11490
Nova Scotia,Males,'35+',2012,1004,2630,262010
Nova Scotia,Males,'35-49',2012,368,370,100510
Nova Scotia,Males,'50-64',2012,1008,1020,101160
Nova Scotia,Males,'65-79',2012,1813,880,48540
Nova Scotia,Males,'80+',2012,3133,370,11810
Nova Scotia,Males,'35+',2013,913,2420,265060
Nova Scotia,Males,'35-49',2013,343,340,99110
Nova Scotia,Males,'50-64',2013,865,890,102910
Nova Scotia,Males,'65-79',2013,1749,890,50900
Nova Scotia,Males,'80+',2013,2632,320,12160
Nova Scotia,Males,'35+',2014,1058,2830,267570
Nova Scotia,Males,'35-49',2014,328,320,97470
Nova Scotia,Males,'50-64',2014,1016,1060,104310
Nova Scotia,Males,'65-79',2014,2030,1080,53210
Nova Scotia,Males,'80+',2014,2862,360,12580
Nova Scotia,Males,'35+',2015,1015,2740,269940
Nova Scotia,Males,'35-49',2015,341,330,96640
Nova Scotia,Males,'50-64',2015,981,1030,105010
Nova Scotia,Males,'65-79',2015,1791,990,55280
Nova Scotia,Males,'80+',2015,2998,390,13010
Nova Scotia,Males,'35+',2016,1052,2870,272930
Nova Scotia,Males,'35-49',2016,321,310,96550
Nova Scotia,Males,'50-64',2016,1060,1120,105630
Nova Scotia,Males,'65-79',2016,1901,1090,57340
Nova Scotia,Males,'80+',2016,2683,360,13420
Nova Scotia,Males,'35+',2017,861,2380,276520
Nova Scotia,Males,'35-49',2017,257,250,97330
Nova Scotia,Males,'50-64',2017,842,890,105740
Nova Scotia,Males,'65-79',2017,1581,940,59460
Nova Scotia,Males,'80+',2017,2216,310,13990
New Brunswick,Both sexes,'35+',2000,1293,5110,395100
New Brunswick,Both sexes,'35-49',2000,504,930,184610
New Brunswick,Both sexes,'50-64',2000,1288,1580,122660
New Brunswick,Both sexes,'65-79',2000,2709,1740,64240
New Brunswick,Both sexes,'80+',2000,3646,860,23590
New Brunswick,Both sexes,'35+',2001,1223,4850,396470
New Brunswick,Both sexes,'35-49',2001,487,890,182750
New Brunswick,Both sexes,'50-64',2001,1179,1490,126350
New Brunswick,Both sexes,'65-79',2001,2586,1640,63410
New Brunswick,Both sexes,'80+',2001,3504,840,23970
New Brunswick,Both sexes,'35+',2002,1112,4430,398410
New Brunswick,Both sexes,'35-49',2002,454,820,180780
New Brunswick,Both sexes,'50-64',2002,1051,1370,130360
New Brunswick,Both sexes,'65-79',2002,2394,1510,63080
New Brunswick,Both sexes,'80+',2002,2936,710,24180
New Brunswick,Both sexes,'35+',2003,1077,4320,400940
New Brunswick,Both sexes,'35-49',2003,425,760,178730
New Brunswick,Both sexes,'50-64',2003,1064,1430,134370
New Brunswick,Both sexes,'65-79',2003,2174,1380,63490
New Brunswick,Both sexes,'80+',2003,3038,740,24360
New Brunswick,Both sexes,'35+',2004,1118,4510,403240
New Brunswick,Both sexes,'35-49',2004,505,890,176190
New Brunswick,Both sexes,'50-64',2004,1103,1530,138770
New Brunswick,Both sexes,'65-79',2004,2209,1410,63830
New Brunswick,Both sexes,'80+',2004,2820,690,24470
New Brunswick,Both sexes,'35+',2005,1100,4470,406290
New Brunswick,Both sexes,'35-49',2005,470,820,174630
New Brunswick,Both sexes,'50-64',2005,1067,1520,142430
New Brunswick,Both sexes,'65-79',2005,2199,1420,64570
New Brunswick,Both sexes,'80+',2005,2878,710,24670
New Brunswick,Both sexes,'35+',2006,974,3980,408550
New Brunswick,Both sexes,'35-49',2006,429,740,172440
New Brunswick,Both sexes,'50-64',2006,960,1400,145840
New Brunswick,Both sexes,'65-79',2006,1846,1210,65560
New Brunswick,Both sexes,'80+',2006,2549,630,24720
New Brunswick,Both sexes,'35+',2007,931,3840,412330
New Brunswick,Both sexes,'35-49',2007,388,660,170190
New Brunswick,Both sexes,'50-64',2007,874,1310,149920
New Brunswick,Both sexes,'65-79',2007,1819,1220,67060
New Brunswick,Both sexes,'80+',2007,2507,630,25130
New Brunswick,Both sexes,'35+',2008,1061,4420,416690
New Brunswick,Both sexes,'35-49',2008,505,850,168440
