Region,Sex,Age group,Year,"Rate (per 100,000)",Counts,Population
New Brunswick,Both sexes,'50-64',2008,1042,1600,153610
New Brunswick,Both sexes,'65-79',2008,1880,1300,69160
New Brunswick,Both sexes,'80+',2008,2630,670,25480
New Brunswick,Both sexes,'35+',2009,1113,4620,415280
New Brunswick,Both sexes,'35-49',2009,522,860,164680
New Brunswick,Both sexes,'50-64',2009,1153,1790,155240
New Brunswick,Both sexes,'65-79',2009,1934,1350,69790
New Brunswick,Both sexes,'80+',2009,2464,630,25570
New Brunswick,Both sexes,'35+',2010,1059,4440,419370
New Brunswick,Both sexes,'35-49',2010,501,820,163540
New Brunswick,Both sexes,'50-64',2010,1100,1740,158240
New Brunswick,Both sexes,'65-79',2010,1786,1280,71680
New Brunswick,Both sexes,'80+',2010,2316,600,25910
New Brunswick,Both sexes,'35+',2011,1073,4550,423980
New Brunswick,Both sexes,'35-49',2011,453,730,161300
New Brunswick,Both sexes,'50-64',2011,1116,1790,160350
New Brunswick,Both sexes,'65-79',2011,1873,1420,75810
New Brunswick,Both sexes,'80+',2011,2262,600,26520
New Brunswick,Both sexes,'35+',2012,1085,4620,425970
New Brunswick,Both sexes,'35-49',2012,430,680,158220
New Brunswick,Both sexes,'50-64',2012,1109,1790,161340
New Brunswick,Both sexes,'65-79',2012,1925,1530,79480
New Brunswick,Both sexes,'80+',2012,2337,630,26960
New Brunswick,Both sexes,'35+',2013,1044,4460,427300
New Brunswick,Both sexes,'35-49',2013,413,640,154880
New Brunswick,Both sexes,'50-64',2013,1042,1690,162160
New Brunswick,Both sexes,'65-79',2013,1782,1480,83050
New Brunswick,Both sexes,'80+',2013,2352,640,27210
New Brunswick,Both sexes,'35+',2014,1011,4350,430240
New Brunswick,Both sexes,'35-49',2014,376,570,151770
New Brunswick,Both sexes,'50-64',2014,1026,1680,163720
New Brunswick,Both sexes,'65-79',2014,1699,1480,87120
New Brunswick,Both sexes,'80+',2014,2209,610,27620
New Brunswick,Both sexes,'35+',2015,1007,4380,434820
New Brunswick,Both sexes,'35-49',2015,393,590,150130
New Brunswick,Both sexes,'50-64',2015,1018,1680,164990
New Brunswick,Both sexes,'65-79',2015,1648,1510,91620
New Brunswick,Both sexes,'80+',2015,2137,600,28080
New Brunswick,Both sexes,'35+',2016,953,4190,439620
New Brunswick,Both sexes,'35-49',2016,335,500,149400
New Brunswick,Both sexes,'50-64',2016,957,1580,165170
New Brunswick,Both sexes,'65-79',2016,1535,1480,96390
New Brunswick,Both sexes,'80+',2016,2131,610,28630
New Brunswick,Both sexes,'35+',2017,884,3920,443550
New Brunswick,Both sexes,'35-49',2017,314,470,149640
New Brunswick,Both sexes,'50-64',2017,876,1440,164400
New Brunswick,Both sexes,'65-79',2017,1485,1490,100320
New Brunswick,Both sexes,'80+',2017,1815,530,29200
New Brunswick,Females,'35+',2000,1201,2480,206560
New Brunswick,Females,'35-49',2000,505,470,93020
New Brunswick,Females,'50-64',2000,1227,750,61130
New Brunswick,Females,'65-79',2000,2189,790,36090
New Brunswick,Females,'80+',2000,2822,460,16300
New Brunswick,Females,'35+',2001,1167,2420,207320
New Brunswick,Females,'35-49',2001,520,480,92230
New Brunswick,Females,'50-64',2001,1127,710,63010
New Brunswick,Females,'65-79',2001,2225,790,35500
New Brunswick,Females,'80+',2001,2655,440,16570
New Brunswick,Females,'35+',2002,1052,2190,208100
New Brunswick,Females,'35-49',2002,483,440,91060
New Brunswick,Females,'50-64',2002,996,650,65270
New Brunswick,Females,'65-79',2002,1971,690,35010
New Brunswick,Females,'80+',2002,2327,390,16760
New Brunswick,Females,'35+',2003,1052,2200,209170
New Brunswick,Females,'35-49',2003,433,390,90020
New Brunswick,Females,'50-64',2003,1070,720,67260
New Brunswick,Females,'65-79',2003,1914,670,35010
New Brunswick,Females,'80+',2003,2488,420,16880
New Brunswick,Females,'35+',2004,1114,2340,210100
New Brunswick,Females,'35-49',2004,529,470,88770
New Brunswick,Females,'50-64',2004,1151,800,69510
New Brunswick,Females,'65-79',2004,1918,670,34930
New Brunswick,Females,'80+',2004,2309,390,16890
New Brunswick,Females,'35+',2005,1065,2250,211290
New Brunswick,Females,'35-49',2005,500,440,87940
New Brunswick,Females,'50-64',2005,1037,740,71350
New Brunswick,Females,'65-79',2005,1882,660,35060
New Brunswick,Females,'80+',2005,2304,390,16930
New Brunswick,Females,'35+',2006,962,2040,212080
New Brunswick,Females,'35-49',2006,484,420,86750
New Brunswick,Females,'50-64',2006,932,680,72990
New Brunswick,Females,'65-79',2006,1583,560,35370
New Brunswick,Females,'80+',2006,2180,370,16970
New Brunswick,Females,'35+',2007,908,1940,213660
New Brunswick,Females,'35-49',2007,386,330,85510
New Brunswick,Females,'50-64',2007,891,670,75210
New Brunswick,Females,'65-79',2007,1648,590,35810
New Brunswick,Females,'80+',2007,1986,340,17120
New Brunswick,Females,'35+',2008,1025,2210,215620
New Brunswick,Females,'35-49',2008,508,430,84600
New Brunswick,Females,'50-64',2008,1039,800,77020
New Brunswick,Females,'65-79',2008,1636,600,36670
New Brunswick,Females,'80+',2008,2194,380,17320
New Brunswick,Females,'35+',2009,1082,2330,215270
New Brunswick,Females,'35-49',2009,602,500,83100
New Brunswick,Females,'50-64',2009,1090,850,77960
New Brunswick,Females,'65-79',2009,1654,610,36890
New Brunswick,Females,'80+',2009,2082,360,17290
New Brunswick,Females,'35+',2010,1039,2250,216490
New Brunswick,Females,'35-49',2010,524,430,82000
New Brunswick,Females,'50-64',2010,1083,860,79380
New Brunswick,Females,'65-79',2010,1644,620,37720
New Brunswick,Females,'80+',2010,1956,340,17380
New Brunswick,Females,'35+',2011,1035,2260,218440
New Brunswick,Females,'35-49',2011,458,370,80780
New Brunswick,Females,'50-64',2011,1106,890,80490
New Brunswick,Females,'65-79',2011,1640,650,39630
New Brunswick,Females,'80+',2011,1995,350,17540
New Brunswick,Females,'35+',2012,1036,2270,219200
New Brunswick,Females,'35-49',2012,467,370,79230
New Brunswick,Females,'50-64',2012,1087,880,80990
New Brunswick,Females,'65-79',2012,1669,690,41340
New Brunswick,Females,'80+',2012,1926,340,17650
New Brunswick,Females,'35+',2013,1001,2200,219680
New Brunswick,Females,'35-49',2013,451,350,77540
New Brunswick,Females,'50-64',2013,1008,820,81370
New Brunswick,Females,'65-79',2013,1580,680,43050
New Brunswick,Females,'80+',2013,2029,360,17740
New Brunswick,Females,'35+',2014,953,2110,221290
New Brunswick,Females,'35-49',2014,368,280,76140
New Brunswick,Females,'50-64',2014,960,790,82310
New Brunswick,Females,'65-79',2014,1513,680,44940
New Brunswick,Females,'80+',2014,1955,350,17900
New Brunswick,Females,'35+',2015,962,2150,223500
New Brunswick,Females,'35-49',2015,385,290,75280
New Brunswick,Females,'50-64',2015,1024,850,82980
New Brunswick,Females,'65-79',2015,1418,670,47260
New Brunswick,Females,'80+',2015,1892,340,17970
New Brunswick,Females,'35+',2016,881,1990,225910
New Brunswick,Females,'35-49',2016,320,240,74940
New Brunswick,Females,'50-64',2016,903,750,83030
New Brunswick,Females,'65-79',2016,1327,660,49730
New Brunswick,Females,'80+',2016,1813,330,18200
New Brunswick,Females,'35+',2017,848,1930,227700
New Brunswick,Females,'35-49',2017,307,230,74990
New Brunswick,Females,'50-64',2017,873,720,82500
New Brunswick,Females,'65-79',2017,1349,700,51900
New Brunswick,Females,'80+',2017,1530,280,18300
New Brunswick,Males,'35+',2000,1395,2630,188550
New Brunswick,Males,'35-49',2000,491,450,91570
New Brunswick,Males,'50-64',2000,1349,830,61530
New Brunswick,Males,'65-79',2000,3375,950,28150
New Brunswick,Males,'80+',2000,5487,400,7290
New Brunswick,Males,'35+',2001,1285,2430,189150
New Brunswick,Males,'35-49',2001,453,410,90520
New Brunswick,Males,'50-64',2001,1231,780,63340
New Brunswick,Males,'65-79',2001,3046,850,27910
New Brunswick,Males,'80+',2001,5277,390,7390
New Brunswick,Males,'35+',2002,1172,2230,190290
New Brunswick,Males,'35-49',2002,412,370,89710
New Brunswick,Males,'50-64',2002,1106,720,65090
New Brunswick,Males,'65-79',2002,2887,810,28060
New Brunswick,Males,'80+',2002,4313,320,7420
New Brunswick,Males,'35+',2003,1105,2120,191780
New Brunswick,Males,'35-49',2003,417,370,88710
New Brunswick,Males,'50-64',2003,1058,710,67120
New Brunswick,Males,'65-79',2003,2494,710,28470
New Brunswick,Males,'80+',2003,4406,330,7490
New Brunswick,Males,'35+',2004,1124,2170,193140
New Brunswick,Males,'35-49',2004,469,410,87410
New Brunswick,Males,'50-64',2004,1040,720,69260
New Brunswick,Males,'65-79',2004,2561,740,28900
New Brunswick,Males,'80+',2004,3958,300,7580
New Brunswick,Males,'35+',2005,1138,2220,195000
New Brunswick,Males,'35-49',2005,438,380,86680
New Brunswick,Males,'50-64',2005,1083,770,71080
New Brunswick,Males,'65-79',2005,2543,750,29490
New Brunswick,Males,'80+',2005,4010,310,7730
New Brunswick,Males,'35+',2006,987,1940,196470
New Brunswick,Males,'35-49',2006,362,310,85690
New Brunswick,Males,'50-64',2006,1002,730,72860
New Brunswick,Males,'65-79',2006,2152,650,30200
New Brunswick,Males,'80+',2006,3234,250,7730
New Brunswick,Males,'35+',2007,956,1900,198670
New Brunswick,Males,'35-49',2007,378,320,84680
New Brunswick,Males,'50-64',2007,857,640,74710
New Brunswick,Males,'65-79',2007,2047,640,31260
New Brunswick,Males,'80+',2007,3620,290,8010
New Brunswick,Males,'35+',2008,1104,2220,201080
New Brunswick,Males,'35-49',2008,501,420,83830
New Brunswick,Males,'50-64',2008,1045,800,76590
New Brunswick,Males,'65-79',2008,2155,700,32490
New Brunswick,Males,'80+',2008,3676,300,8160
New Brunswick,Males,'35+',2009,1145,2290,200010
New Brunswick,Males,'35-49',2009,441,360,81580
New Brunswick,Males,'50-64',2009,1204,930,77260
New Brunswick,Males,'65-79',2009,2249,740,32910
New Brunswick,Males,'80+',2009,3257,270,8290
New Brunswick,Males,'35+',2010,1079,2190,202880
New Brunswick,Males,'35-49',2010,478,390,81530
New Brunswick,Males,'50-64',2010,1128,890,78880
New Brunswick,Males,'65-79',2010,1944,660,33950
New Brunswick,Males,'80+',2010,3044,260,8540
New Brunswick,Males,'35+',2011,1114,2290,205550
New Brunswick,Males,'35-49',2011,459,370,80530
New Brunswick,Males,'50-64',2011,1115,890,79840
New Brunswick,Males,'65-79',2011,2155,780,36190
New Brunswick,Males,'80+',2011,2781,250,8990
New Brunswick,Males,'35+',2012,1141,2360,206790
New Brunswick,Males,'35-49',2012,392,310,78990
New Brunswick,Males,'50-64',2012,1133,910,80350
New Brunswick,Males,'65-79',2012,2203,840,38130
New Brunswick,Males,'80+',2012,3115,290,9310
New Brunswick,Males,'35+',2013,1084,2250,207610
New Brunswick,Males,'35-49',2013,388,300,77350
New Brunswick,Males,'50-64',2013,1077,870,80800
New Brunswick,Males,'65-79',2013,2000,800,40000
New Brunswick,Males,'80+',2013,3056,290,9490
New Brunswick,Males,'35+',2014,1067,2230,208930
New Brunswick,Males,'35-49',2014,383,290,75630
New Brunswick,Males,'50-64',2014,1093,890,81400
New Brunswick,Males,'65-79',2014,1873,790,42170
New Brunswick,Males,'80+',2014,2775,270,9730
New Brunswick,Males,'35+',2015,1060,2240,211330
New Brunswick,Males,'35-49',2015,387,290,74840
New Brunswick,Males,'50-64',2015,1024,840,82020
New Brunswick,Males,'65-79',2015,1894,840,44360
New Brunswick,Males,'80+',2015,2671,270,10110
New Brunswick,Males,'35+',2016,1029,2200,213700
New Brunswick,Males,'35-49',2016,349,260,74460
New Brunswick,Males,'50-64',2016,1023,840,82150
New Brunswick,Males,'65-79',2016,1758,820,46650
New Brunswick,Males,'80+',2016,2778,290,10440
New Brunswick,Males,'35+',2017,917,1980,215840
New Brunswick,Males,'35-49',2017,322,240,74650
New Brunswick,Males,'50-64',2017,879,720,81900
New Brunswick,Males,'65-79',2017,1612,780,48400
New Brunswick,Males,'80+',2017,2204,240,10890
Quebec ,Both sexes,'35+',2000,1281,50060,3906890
Quebec ,Both sexes,'35-49',2000,487,8950,1838560
Quebec ,Both sexes,'50-64',2000,1237,15170,1226070
Quebec ,Both sexes,'65-79',2000,2783,18180,653250
Quebec ,Both sexes,'80+',2000,4095,7740,189000
Quebec ,Both sexes,'35+',2001,1132,44520,3932310
Quebec ,Both sexes,'35-49',2001,440,8060,1829980
Quebec ,Both sexes,'50-64',2001,1081,13620,1259370
Quebec ,Both sexes,'65-79',2001,2430,15770,649060
Quebec ,Both sexes,'80+',2001,3646,7070,193890
Quebec ,Both sexes,'35+',2002,935,36970,3955150
Quebec ,Both sexes,'35-49',2002,351,6370,1813050
Quebec ,Both sexes,'50-64',2002,892,11540,1294080
Quebec ,Both sexes,'65-79',2002,2004,13010,649310
Quebec ,Both sexes,'80+',2002,3040,6040,198700
Quebec ,Both sexes,'35+',2003,936,37310,3987380
Quebec ,Both sexes,'35-49',2003,349,6270,1794260
Quebec ,Both sexes,'50-64',2003,861,11480,1332770
Quebec ,Both sexes,'65-79',2003,2000,13110,655340
Quebec ,Both sexes,'80+',2003,3146,6450,205010
Quebec ,Both sexes,'35+',2004,916,36850,4021720
Quebec ,Both sexes,'35-49',2004,338,6000,1774440
Quebec ,Both sexes,'50-64',2004,842,11570,1374680
Quebec ,Both sexes,'65-79',2004,1939,12820,661240
Quebec ,Both sexes,'80+',2004,3056,6460,211360
Quebec ,Both sexes,'35+',2005,828,33570,4055240
Quebec ,Both sexes,'35-49',2005,332,5820,1753250
Quebec ,Both sexes,'50-64',2005,775,10950,1413180
Quebec ,Both sexes,'65-79',2005,1682,11280,670790
Quebec ,Both sexes,'80+',2005,2532,5520,218020
Quebec ,Both sexes,'35+',2006,787,32180,4091230
Quebec ,Both sexes,'35-49',2006,303,5240,1726800
Quebec ,Both sexes,'50-64',2006,734,10660,1451720
Quebec ,Both sexes,'65-79',2006,1577,10820,686260
Quebec ,Both sexes,'80+',2006,2416,5470,226450
Quebec ,Both sexes,'35+',2007,764,31510,4122550
Quebec ,Both sexes,'35-49',2007,287,4860,1693120
Quebec ,Both sexes,'50-64',2007,726,10820,1490440
Quebec ,Both sexes,'65-79',2007,1488,10470,703510
Quebec ,Both sexes,'80+',2007,2280,5370,235480
Quebec ,Both sexes,'35+',2008,813,33780,4156990
Quebec ,Both sexes,'35-49',2008,323,5370,1662440
Quebec ,Both sexes,'50-64',2008,769,11730,1525790
Quebec ,Both sexes,'65-79',2008,1527,11060,724070
Quebec ,Both sexes,'80+',2008,2293,5610,244680
Quebec ,Both sexes,'35+',2009,792,33230,4197590
Quebec ,Both sexes,'35-49',2009,311,5090,1638760
Quebec ,Both sexes,'50-64',2009,751,11710,1558340
Quebec ,Both sexes,'65-79',2009,1451,10830,746580
Quebec ,Both sexes,'80+',2009,2209,5610,253920
Quebec ,Both sexes,'35+',2010,796,33760,4241260
Quebec ,Both sexes,'35-49',2010,308,4990,1618300
Quebec ,Both sexes,'50-64',2010,747,11860,1588140
Quebec ,Both sexes,'65-79',2010,1441,11110,771220
Quebec ,Both sexes,'80+',2010,2204,5810,263620
Quebec ,Both sexes,'35+',2011,733,31390,4284810
Quebec ,Both sexes,'35-49',2011,250,4000,1602070
Quebec ,Both sexes,'50-64',2011,675,10860,1608030
Quebec ,Both sexes,'65-79',2011,1340,10750,801980
Quebec ,Both sexes,'80+',2011,2116,5770,272730
Quebec ,Both sexes,'35+',2012,707,30640,4333480
Quebec ,Both sexes,'35-49',2012,227,3600,1587590
Quebec ,Both sexes,'50-64',2012,638,10400,1629590
Quebec ,Both sexes,'65-79',2012,1297,10820,834170
Quebec ,Both sexes,'80+',2012,2059,5810,282130
Quebec ,Both sexes,'35+',2013,678,29690,4381320
Quebec ,Both sexes,'35-49',2013,199,3140,1575000
Quebec ,Both sexes,'50-64',2013,614,10130,1648780
Quebec ,Both sexes,'65-79',2013,1233,10710,868420
Quebec ,Both sexes,'80+',2013,1978,5720,289120
Quebec ,Both sexes,'35+',2014,711,31530,4433950
Quebec ,Both sexes,'35-49',2014,202,3170,1568520
Quebec ,Both sexes,'50-64',2014,635,10580,1665720
Quebec ,Both sexes,'65-79',2014,1283,11580,902740
Quebec ,Both sexes,'80+',2014,2091,6210,296980
Quebec ,Both sexes,'35+',2015,694,31090,4481670
Quebec ,Both sexes,'35-49',2015,203,3180,1569140
Quebec ,Both sexes,'50-64',2015,642,10730,1672520
Quebec ,Both sexes,'65-79',2015,1236,11580,936580
Quebec ,Both sexes,'80+',2015,1846,5600,303430
Quebec ,Both sexes,'35+',2016,858,38870,4530600
Quebec ,Both sexes,'35-49',2016,262,4130,1575480
Quebec ,Both sexes,'50-64',2016,780,13050,1672190
Quebec ,Both sexes,'65-79',2016,1533,14900,971660
Quebec ,Both sexes,'80+',2016,2181,6790,311290
Quebec ,Both sexes,'35+',2017,863,39420,4570210
Quebec ,Both sexes,'35-49',2017,234,3710,1583410
Quebec ,Both sexes,'50-64',2017,803,13370,1664340
Quebec ,Both sexes,'65-79',2017,1520,15270,1004380
Quebec ,Both sexes,'80+',2017,2226,7080,318100
Quebec ,Females,'35+',2000,1216,24900,2048250
Quebec ,Females,'35-49',2000,524,4810,917300
Quebec ,Females,'50-64',2000,1155,7180,621640
Quebec ,Females,'65-79',2000,2260,8440,373470
Quebec ,Females,'80+',2000,3298,4480,135850
Quebec ,Females,'35+',2001,1086,22360,2058860
Quebec ,Females,'35-49',2001,479,4370,912100
Quebec ,Females,'50-64',2001,1029,6560,637820
Quebec ,Females,'65-79',2001,1988,7350,369670
Quebec ,Females,'80+',2001,2930,4080,139270
Quebec ,Females,'35+',2002,881,18230,2068570
Quebec ,Females,'35-49',2002,375,3390,903300
Quebec ,Females,'50-64',2002,815,5340,655020
Quebec ,Females,'65-79',2002,1610,5920,367810
Quebec ,Females,'80+',2002,2527,3600,142450
Quebec ,Females,'35+',2003,890,18540,2082930
Quebec ,Females,'35-49',2003,376,3360,893270
Quebec ,Females,'50-64',2003,807,5440,674470
Quebec ,Females,'65-79',2003,1623,5990,368990
Quebec ,Females,'80+',2003,2552,3730,146180
Quebec ,Females,'35+',2004,884,18550,2097750
Quebec ,Females,'35-49',2004,361,3190,882550
Quebec ,Females,'50-64',2004,810,5630,695080
Quebec ,Females,'65-79',2004,1604,5940,370250
Quebec ,Females,'80+',2004,2523,3780,149850
Quebec ,Females,'35+',2005,802,16950,2112580
Quebec ,Females,'35-49',2005,362,3160,871890
Quebec ,Females,'50-64',2005,745,5320,713650
Quebec ,Females,'65-79',2005,1409,5260,373300
Quebec ,Females,'80+',2005,2081,3200,153740
Quebec ,Females,'35+',2006,761,16190,2128640
Quebec ,Females,'35-49',2006,327,2810,858380
Quebec ,Females,'50-64',2006,712,5220,732650
Quebec ,Females,'65-79',2006,1321,5010,379160
Quebec ,Females,'80+',2006,1994,3160,158470
Quebec ,Females,'35+',2007,745,15960,2142260
Quebec ,Females,'35-49',2007,307,2580,841380
Quebec ,Females,'50-64',2007,708,5320,751480
Quebec ,Females,'65-79',2007,1280,4940,385860
Quebec ,Females,'80+',2007,1914,3130,163560
Quebec ,Females,'35+',2008,796,17180,2157990
Quebec ,Females,'35-49',2008,344,2840,826070
Quebec ,Females,'50-64',2008,757,5820,768930
Quebec ,Females,'65-79',2008,1339,5280,394440
Quebec ,Females,'80+',2008,1928,3250,168560
Quebec ,Females,'35+',2009,782,17010,2175380
Quebec ,Females,'35-49',2009,338,2750,813530
Quebec ,Females,'50-64',2009,751,5890,784490
Quebec ,Females,'65-79',2009,1277,5160,403930
Quebec ,Females,'80+',2009,1845,3200,173420
Quebec ,Females,'35+',2010,788,17300,2194620
Quebec ,Females,'35-49',2010,329,2640,802530
Quebec ,Females,'50-64',2010,756,6040,798820
Quebec ,Females,'65-79',2010,1283,5320,414760
Quebec ,Females,'80+',2010,1860,3320,178520
Quebec ,Females,'35+',2011,722,15990,2214270
Quebec ,Females,'35-49',2011,264,2100,794930
Quebec ,Females,'50-64',2011,687,5550,807430
Quebec ,Females,'65-79',2011,1182,5070,428970
Quebec ,Females,'80+',2011,1798,3290,182950
Quebec ,Females,'35+',2012,692,15470,2236790
Quebec ,Females,'35-49',2012,249,1960,787890
Quebec ,Females,'50-64',2012,657,5370,817260
Quebec ,Females,'65-79',2012,1103,4900,444200
Quebec ,Females,'80+',2012,1729,3240,187430
Quebec ,Females,'35+',2013,653,14750,2259230
Quebec ,Females,'35-49',2013,211,1650,782170
Quebec ,Females,'50-64',2013,608,5020,825770
Quebec ,Females,'65-79',2013,1074,4950,460810
Quebec ,Females,'80+',2013,1638,3120,190480
Quebec ,Females,'35+',2014,691,15780,2284050
Quebec ,Females,'35-49',2014,218,1700,779420
Quebec ,Females,'50-64',2014,635,5290,833550
Quebec ,Females,'65-79',2014,1138,5430,477060
Quebec ,Females,'80+',2014,1737,3370,194030
Quebec ,Females,'35+',2015,683,15760,2306130
Quebec ,Females,'35-49',2015,228,1780,780420
Quebec ,Females,'50-64',2015,656,5480,835450
Quebec ,Females,'65-79',2015,1094,5400,493650
Quebec ,Females,'80+',2015,1582,3110,196620
Quebec ,Females,'35+',2016,857,19960,2328310
Quebec ,Females,'35-49',2016,291,2280,783530
Quebec ,Females,'50-64',2016,798,6660,834070
Quebec ,Females,'65-79',2016,1422,7260,510610
Quebec ,Females,'80+',2016,1879,3760,200100
Quebec ,Females,'35+',2017,852,19990,2345710
Quebec ,Females,'35-49',2017,250,1970,787400
Quebec ,Females,'50-64',2017,818,6780,829100
Quebec ,Females,'65-79',2017,1393,7330,526310
Quebec ,Females,'80+',2017,1932,3920,202890
Quebec ,Males,'35+',2000,1353,25150,1858630
Quebec ,Males,'35-49',2000,450,4150,921260
Quebec ,Males,'50-64',2000,1324,8000,604440
Quebec ,Males,'65-79',2000,3481,9740,279790
Quebec ,Males,'80+',2000,6134,3260,53150
Quebec ,Males,'35+',2001,1183,22160,1873450
Quebec ,Males,'35-49',2001,401,3680,917880
Quebec ,Males,'50-64',2001,1137,7070,621570
Quebec ,Males,'65-79',2001,3014,8420,279380
Quebec ,Males,'80+',2001,5474,2990,54620
Quebec ,Males,'35+',2002,993,18740,1886590
Quebec ,Males,'35-49',2002,328,2980,909750
Quebec ,Males,'50-64',2002,972,6210,639070
Quebec ,Males,'65-79',2002,2522,7100,281520
Quebec ,Males,'80+',2002,4373,2460,56260
Quebec ,Males,'35+',2003,986,18780,1904460
Quebec ,Males,'35-49',2003,322,2900,900990
Quebec ,Males,'50-64',2003,918,6040,658290
Quebec ,Males,'65-79',2003,2486,7120,286350
Quebec ,Males,'80+',2003,4623,2720,58830
Quebec ,Males,'35+',2004,951,18300,1923970
Quebec ,Males,'35-49',2004,314,2800,891880
Quebec ,Males,'50-64',2004,873,5930,679580
Quebec ,Males,'65-79',2004,2368,6890,291000
Quebec ,Males,'80+',2004,4357,2680,61510
Quebec ,Males,'35+',2005,856,16620,1942660
Quebec ,Males,'35-49',2005,301,2650,881350
Quebec ,Males,'50-64',2005,803,5620,699520
Quebec ,Males,'65-79',2005,2024,6020,297500
Quebec ,Males,'80+',2005,3610,2320,64270
Quebec ,Males,'35+',2006,815,15990,1962580
Quebec ,Males,'35-49',2006,281,2440,868420
Quebec ,Males,'50-64',2006,754,5420,719060
Quebec ,Males,'65-79',2006,1892,5810,307100
Quebec ,Males,'80+',2006,3398,2310,67990
Quebec ,Males,'35+',2007,786,15560,1980290
Quebec ,Males,'35-49',2007,268,2280,851740
Quebec ,Males,'50-64',2007,746,5510,738980
Quebec ,Males,'65-79',2007,1744,5540,317650
Quebec ,Males,'80+',2007,3114,2240,71930
Quebec ,Males,'35+',2008,830,16600,1999010
Quebec ,Males,'35-49',2008,304,2540,836380
Quebec ,Males,'50-64',2008,781,5910,756870
Quebec ,Males,'65-79',2008,1756,5790,329650
Quebec ,Males,'80+',2008,3101,2360,76110
Quebec ,Males,'35+',2009,802,16220,2022210
Quebec ,Males,'35-49',2009,285,2350,825240
Quebec ,Males,'50-64',2009,751,5810,773850
Quebec ,Males,'65-79',2009,1655,5670,342640
Quebec ,Males,'80+',2009,2982,2400,80480
Quebec ,Males,'35+',2010,804,16450,2046620
Quebec ,Males,'35-49',2010,288,2350,815770
Quebec ,Males,'50-64',2010,737,5820,789310
Quebec ,Males,'65-79',2010,1624,5790,356460
Quebec ,Males,'80+',2010,2937,2500,85110
Quebec ,Males,'35+',2011,744,15400,2070550
Quebec ,Males,'35-49',2011,237,1910,807140
Quebec ,Males,'50-64',2011,664,5320,800610
Quebec ,Males,'65-79',2011,1525,5690,373020
Quebec ,Males,'80+',2011,2763,2480,89770
Quebec ,Males,'35+',2012,724,15170,2096690
Quebec ,Males,'35-49',2012,206,1650,799700
Quebec ,Males,'50-64',2012,619,5030,812320
Quebec ,Males,'65-79',2012,1518,5920,389970
Quebec ,Males,'80+',2012,2714,2570,94690
Quebec ,Males,'35+',2013,704,14940,2122090
Quebec ,Males,'35-49',2013,187,1480,792830
Quebec ,Males,'50-64',2013,620,5100,823000
Quebec ,Males,'65-79',2013,1416,5770,407620
Quebec ,Males,'80+',2013,2626,2590,98630
Quebec ,Males,'35+',2014,733,15750,2149910
Quebec ,Males,'35-49',2014,186,1470,789100
Quebec ,Males,'50-64',2014,636,5290,832170
Quebec ,Males,'65-79',2014,1445,6150,425680
Quebec ,Males,'80+',2014,2749,2830,102940
Quebec ,Males,'35+',2015,705,15330,2175530
Quebec ,Males,'35-49',2015,179,1410,788720
Quebec ,Males,'50-64',2015,628,5260,837090
Quebec ,Males,'65-79',2015,1395,6180,442940
Quebec ,Males,'80+',2015,2331,2490,106810
Quebec ,Males,'35+',2016,859,18910,2202290
Quebec ,Males,'35-49',2016,235,1860,791950
Quebec ,Males,'50-64',2016,762,6390,838130
Quebec ,Males,'65-79',2016,1657,7640,461040
Quebec ,Males,'80+',2016,2725,3030,111180
Quebec ,Males,'35+',2017,873,19430,2224510
Quebec ,Males,'35-49',2017,217,1730,796000
Quebec ,Males,'50-64',2017,789,6590,835240
Quebec ,Males,'65-79',2017,1661,7940,478060
Quebec ,Males,'80+',2017,2751,3170,115210
Ontario,Both sexes,'35+',2000,996,62760,6300430
Ontario,Both sexes,'35-49',2000,429,13110,3056090
Ontario,Both sexes,'50-64',2000,937,17380,1853930
Ontario,Both sexes,'65-79',2000,2105,22280,1058480
Ontario,Both sexes,'80+',2000,3007,9980,331920
Ontario,Both sexes,'35+',2001,951,61240,6436160
Ontario,Both sexes,'35-49',2001,408,12700,3110130
Ontario,Both sexes,'50-64',2001,891,17090,1918820
Ontario,Both sexes,'65-79',2001,2008,21300,1060920
Ontario,Both sexes,'80+',2001,2931,10150,346300
Ontario,Both sexes,'35+',2002,888,58340,6573070
Ontario,Both sexes,'35-49',2002,387,12190,3153730
Ontario,Both sexes,'50-64',2002,848,16880,1991100
Ontario,Both sexes,'65-79',2002,1841,19650,1067400
Ontario,Both sexes,'80+',2002,2669,9630,360850
Ontario,Both sexes,'35+',2003,869,58290,6706300
Ontario,Both sexes,'35-49',2003,379,12090,3188100
Ontario,Both sexes,'50-64',2003,815,16830,2064500
Ontario,Both sexes,'65-79',2003,1816,19570,1077430
Ontario,Both sexes,'80+',2003,2607,9810,376290
Ontario,Both sexes,'35+',2004,858,58660,6835720
Ontario,Both sexes,'35-49',2004,379,12200,3215420
Ontario,Both sexes,'50-64',2004,816,17490,2142450
Ontario,Both sexes,'65-79',2004,1751,19020,1086220
Ontario,Both sexes,'80+',2004,2543,9960,391640
Ontario,Both sexes,'35+',2005,825,57470,6969420
Ontario,Both sexes,'35-49',2005,365,11860,3245480
Ontario,Both sexes,'50-64',2005,797,17690,2220570
Ontario,Both sexes,'65-79',2005,1646,18040,1096020
Ontario,Both sexes,'80+',2005,2428,9890,407380
Ontario,Both sexes,'35+',2006,839,58540,6981290
