Region,Sex,Age group,Year,"Rate (per 100,000)",Counts,Population
Prince Edward Island,Males,'20-34',2009,235,30,12770
Prince Edward Island,Males,'35-49',2009,263,40,15230
Prince Edward Island,Males,'50-64',2009,266,40,15030
Prince Edward Island,Males,'65-79',2009,268,20,7450
Prince Edward Island,Males,'80+',2009,474,10,2110
Prince Edward Island,Males,'1+',2010,601,400,66560
Prince Edward Island,Males,'1-19',2010,1786,240,13440
Prince Edward Island,Males,'20-34',2010,236,30,12690
Prince Edward Island,Males,'35-49',2010,265,40,15100
Prince Edward Island,Males,'50-64',2010,260,40,15410
Prince Edward Island,Males,'65-79',2010,388,30,7730
Prince Edward Island,Males,'80+',2010,459,10,2180
Prince Edward Island,Males,'1+',2011,478,320,66960
Prince Edward Island,Males,'1-19',2011,1284,170,13240
Prince Edward Island,Males,'20-34',2011,235,30,12740
Prince Edward Island,Males,'35-49',2011,336,50,14880
Prince Edward Island,Males,'50-64',2011,321,50,15590
Prince Edward Island,Males,'65-79',2011,244,20,8210
Prince Edward Island,Males,'1+',2012,535,360,67340
Prince Edward Island,Males,'1-19',2012,1602,210,13110
Prince Edward Island,Males,'20-34',2012,156,20,12830
Prince Edward Island,Males,'35-49',2012,345,50,14510
Prince Edward Island,Males,'50-64',2012,317,50,15790
Prince Edward Island,Males,'65-79',2012,230,20,8710
Prince Edward Island,Males,'1+',2013,445,300,67460
Prince Edward Island,Males,'1-19',2013,1315,170,12930
Prince Edward Island,Males,'20-34',2013,158,20,12680
Prince Edward Island,Males,'35-49',2013,279,40,14330
Prince Edward Island,Males,'50-64',2013,251,40,15960
Prince Edward Island,Males,'65-79',2013,221,20,9070
Prince Edward Island,Males,'1+',2014,445,300,67430
Prince Edward Island,Males,'1-19',2014,1316,170,12920
Prince Edward Island,Males,'20-34',2014,160,20,12480
Prince Edward Island,Males,'35-49',2014,215,30,13970
Prince Edward Island,Males,'50-64',2014,249,40,16090
Prince Edward Island,Males,'65-79',2014,317,30,9460
Prince Edward Island,Males,'1+',2015,460,310,67340
Prince Edward Island,Males,'1-19',2015,1459,190,13020
Prince Edward Island,Males,'20-34',2015,165,20,12120
Prince Edward Island,Males,'35-49',2015,218,30,13760
Prince Edward Island,Males,'50-64',2015,311,50,16090
Prince Edward Island,Males,'65-79',2015,204,20,9790
Prince Edward Island,Males,'1+',2016,396,270,68110
Prince Edward Island,Males,'1-19',2016,1288,170,13200
Prince Edward Island,Males,'20-34',2016,163,20,12240
Prince Edward Island,Males,'35-49',2016,146,20,13690
Prince Edward Island,Males,'50-64',2016,249,40,16060
Prince Edward Island,Males,'65-79',2016,195,20,10250
Prince Edward Island,Males,'1+',2017,361,250,69290
Prince Edward Island,Males,'1-19',2017,1039,140,13470
Prince Edward Island,Males,'20-34',2017,161,20,12430
Prince Edward Island,Males,'35-49',2017,144,20,13860
Prince Edward Island,Males,'50-64',2017,187,30,16080
Prince Edward Island,Males,'65-79',2017,281,30,10680
Nova Scotia,Both sexes,'1+',2000,841,7540,896640
Nova Scotia,Both sexes,'1-19',2000,1556,3170,203750
Nova Scotia,Both sexes,'20-34',2000,604,1100,182270
Nova Scotia,Both sexes,'35-49',2000,652,1470,225400
Nova Scotia,Both sexes,'50-64',2000,667,1050,157510
Nova Scotia,Both sexes,'65-79',2000,605,550,90960
Nova Scotia,Both sexes,'80+',2000,517,190,36730
Nova Scotia,Both sexes,'1+',2001,786,7020,892980
Nova Scotia,Both sexes,'1-19',2001,1538,3060,198900
Nova Scotia,Both sexes,'20-34',2001,586,1050,179050
Nova Scotia,Both sexes,'35-49',2001,593,1330,224360
Nova Scotia,Both sexes,'50-64',2001,617,1000,162020
Nova Scotia,Both sexes,'65-79',2001,462,420,90960
Nova Scotia,Both sexes,'80+',2001,425,160,37690
Nova Scotia,Both sexes,'1+',2002,732,6520,890550
Nova Scotia,Both sexes,'1-19',2002,1462,2840,194190
Nova Scotia,Both sexes,'20-34',2002,549,970,176640
Nova Scotia,Both sexes,'35-49',2002,565,1260,223090
Nova Scotia,Both sexes,'50-64',2002,551,920,166910
Nova Scotia,Both sexes,'65-79',2002,416,380,91370
Nova Scotia,Both sexes,'80+',2002,365,140,38350
Nova Scotia,Both sexes,'1+',2003,713,6340,889390
Nova Scotia,Both sexes,'1-19',2003,1560,2960,189770
Nova Scotia,Both sexes,'20-34',2003,518,910,175610
Nova Scotia,Both sexes,'35-49',2003,534,1180,220970
Nova Scotia,Both sexes,'50-64',2003,512,880,171910
Nova Scotia,Both sexes,'65-79',2003,336,310,92370
Nova Scotia,Both sexes,'80+',2003,284,110,38770
Nova Scotia,Both sexes,'1+',2004,744,6610,888630
Nova Scotia,Both sexes,'1-19',2004,1677,3110,185460
Nova Scotia,Both sexes,'20-34',2004,568,990,174310
Nova Scotia,Both sexes,'35-49',2004,535,1170,218620
Nova Scotia,Both sexes,'50-64',2004,478,850,177710
Nova Scotia,Both sexes,'65-79',2004,386,360,93240
Nova Scotia,Both sexes,'80+',2004,331,130,39300
Nova Scotia,Both sexes,'1+',2005,726,6440,886470
Nova Scotia,Both sexes,'1-19',2005,1671,3020,180780
Nova Scotia,Both sexes,'20-34',2005,582,1000,171840
Nova Scotia,Both sexes,'35-49',2005,535,1160,216770
Nova Scotia,Both sexes,'50-64',2005,487,890,182820
Nova Scotia,Both sexes,'65-79',2005,296,280,94580
Nova Scotia,Both sexes,'80+',2005,227,90,39690
Nova Scotia,Both sexes,'1+',2006,652,5770,884720
Nova Scotia,Both sexes,'1-19',2006,1555,2750,176900
Nova Scotia,Both sexes,'20-34',2006,492,830,168570
Nova Scotia,Both sexes,'35-49',2006,480,1030,214460
Nova Scotia,Both sexes,'50-64',2006,415,780,187890
Nova Scotia,Both sexes,'65-79',2006,300,290,96590
Nova Scotia,Both sexes,'80+',2006,199,80,40290
Nova Scotia,Both sexes,'1+',2007,576,5080,882090
Nova Scotia,Both sexes,'1-19',2007,1355,2350,173400
Nova Scotia,Both sexes,'20-34',2007,448,740,165320
Nova Scotia,Both sexes,'35-49',2007,427,900,210700
Nova Scotia,Both sexes,'50-64',2007,373,720,193020
Nova Scotia,Both sexes,'65-79',2007,283,280,98920
Nova Scotia,Both sexes,'80+',2007,245,100,40740
Nova Scotia,Both sexes,'1+',2008,557,4920,883760
Nova Scotia,Both sexes,'1-19',2008,1274,2180,171140
Nova Scotia,Both sexes,'20-34',2008,421,690,163800
Nova Scotia,Both sexes,'35-49',2008,433,900,207840
Nova Scotia,Both sexes,'50-64',2008,374,740,197770
Nova Scotia,Both sexes,'65-79',2008,305,310,101780
Nova Scotia,Both sexes,'80+',2008,266,110,41420
Nova Scotia,Both sexes,'1+',2009,538,4760,885320
Nova Scotia,Both sexes,'1-19',2009,1244,2100,168750
Nova Scotia,Both sexes,'20-34',2009,387,630,162910
Nova Scotia,Both sexes,'35-49',2009,405,830,204690
Nova Scotia,Both sexes,'50-64',2009,386,780,202330
Nova Scotia,Both sexes,'65-79',2009,296,310,104690
Nova Scotia,Both sexes,'80+',2009,215,90,41920
Nova Scotia,Both sexes,'1+',2010,406,3610,889050
Nova Scotia,Both sexes,'1-19',2010,953,1590,166800
Nova Scotia,Both sexes,'20-34',2010,282,460,163340
Nova Scotia,Both sexes,'35-49',2010,308,620,201140
Nova Scotia,Both sexes,'50-64',2010,275,570,207220
Nova Scotia,Both sexes,'65-79',2010,259,280,107940
Nova Scotia,Both sexes,'80+',2010,211,90,42620
Nova Scotia,Both sexes,'1+',2011,388,3460,892490
Nova Scotia,Both sexes,'1-19',2011,918,1520,165590
Nova Scotia,Both sexes,'20-34',2011,282,460,163160
Nova Scotia,Both sexes,'35-49',2011,289,570,197300
Nova Scotia,Both sexes,'50-64',2011,248,520,210030
Nova Scotia,Both sexes,'65-79',2011,265,300,113100
Nova Scotia,Both sexes,'80+',2011,231,100,43340
Nova Scotia,Both sexes,'1+',2012,339,3030,894480
Nova Scotia,Both sexes,'1-19',2012,761,1250,164300
Nova Scotia,Both sexes,'20-34',2012,247,400,162260
Nova Scotia,Both sexes,'35-49',2012,275,530,192860
Nova Scotia,Both sexes,'50-64',2012,240,510,212150
Nova Scotia,Both sexes,'65-79',2012,227,270,118900
Nova Scotia,Both sexes,'80+',2012,182,80,44010
Nova Scotia,Both sexes,'1+',2013,319,2860,897340
Nova Scotia,Both sexes,'1-19',2013,760,1240,163120
Nova Scotia,Both sexes,'20-34',2013,242,390,160980
Nova Scotia,Both sexes,'35-49',2013,238,450,189330
Nova Scotia,Both sexes,'50-64',2013,209,450,215100
Nova Scotia,Both sexes,'65-79',2013,209,260,124110
Nova Scotia,Both sexes,'80+',2013,179,80,44700
Nova Scotia,Both sexes,'1+',2014,306,2750,898820
Nova Scotia,Both sexes,'1-19',2014,690,1120,162280
Nova Scotia,Both sexes,'20-34',2014,227,360,158910
Nova Scotia,Both sexes,'35-49',2014,248,460,185410
Nova Scotia,Both sexes,'50-64',2014,207,450,217820
Nova Scotia,Both sexes,'65-79',2014,194,250,128950
Nova Scotia,Both sexes,'80+',2014,220,100,45450
Nova Scotia,Both sexes,'1+',2015,301,2720,902520
Nova Scotia,Both sexes,'1-19',2015,713,1160,162680
Nova Scotia,Both sexes,'20-34',2015,203,320,157750
Nova Scotia,Both sexes,'35-49',2015,235,430,183290
Nova Scotia,Both sexes,'50-64',2015,219,480,218920
Nova Scotia,Both sexes,'65-79',2015,201,270,134000
Nova Scotia,Both sexes,'80+',2015,153,70,45900
Nova Scotia,Both sexes,'1+',2016,309,2810,909550
Nova Scotia,Both sexes,'1-19',2016,722,1180,163400
Nova Scotia,Both sexes,'20-34',2016,208,330,158480
Nova Scotia,Both sexes,'35-49',2016,241,440,182220
Nova Scotia,Both sexes,'50-64',2016,214,470,219800
Nova Scotia,Both sexes,'65-79',2016,223,310,138790
Nova Scotia,Both sexes,'80+',2016,171,80,46870
Nova Scotia,Both sexes,'1+',2017,312,2860,917650
Nova Scotia,Both sexes,'1-19',2017,694,1140,164170
Nova Scotia,Both sexes,'20-34',2017,220,350,158870
Nova Scotia,Both sexes,'35-49',2017,252,460,182820
Nova Scotia,Both sexes,'50-64',2017,232,510,220030
Nova Scotia,Both sexes,'65-79',2017,215,310,143970
Nova Scotia,Both sexes,'80+',2017,209,100,47790
Nova Scotia,Females,'1+',2000,936,4290,458440
Nova Scotia,Females,'1-19',2000,1422,1440,101270
Nova Scotia,Females,'20-34',2000,784,720,91800
Nova Scotia,Females,'35-49',2000,868,990,114050
Nova Scotia,Females,'50-64',2000,883,690,78110
Nova Scotia,Females,'65-79',2000,694,340,48960
Nova Scotia,Females,'80+',2000,454,110,24250
Nova Scotia,Females,'1+',2001,858,3910,455870
Nova Scotia,Females,'1-19',2001,1344,1330,98980
Nova Scotia,Females,'20-34',2001,756,680,89970
Nova Scotia,Females,'35-49',2001,760,860,113200
Nova Scotia,Females,'50-64',2001,835,670,80270
Nova Scotia,Females,'65-79',2001,555,270,48630
Nova Scotia,Females,'80+',2001,403,100,24830
Nova Scotia,Females,'1+',2002,830,3770,454180
Nova Scotia,Females,'1-19',2002,1352,1310,96870
Nova Scotia,Females,'20-34',2002,734,650,88520
Nova Scotia,Females,'35-49',2002,747,840,112480
Nova Scotia,Females,'50-64',2002,751,620,82600
Nova Scotia,Females,'65-79',2002,495,240,48530
Nova Scotia,Females,'80+',2002,437,110,25180
Nova Scotia,Females,'1+',2003,779,3530,452990
Nova Scotia,Females,'1-19',2003,1329,1260,94820
Nova Scotia,Females,'20-34',2003,705,620,87890
Nova Scotia,Females,'35-49',2003,702,780,111110
Nova Scotia,Females,'50-64',2003,694,590,84970
Nova Scotia,Females,'65-79',2003,389,190,48810
Nova Scotia,Females,'80+',2003,315,80,25370
Nova Scotia,Females,'1+',2004,818,3700,452240
Nova Scotia,Females,'1-19',2004,1495,1390,92950
Nova Scotia,Females,'20-34',2004,746,650,87170
Nova Scotia,Females,'35-49',2004,702,770,109730
Nova Scotia,Females,'50-64',2004,650,570,87750
Nova Scotia,Females,'65-79',2004,469,230,49050
Nova Scotia,Females,'80+',2004,352,90,25600
Nova Scotia,Females,'1+',2005,792,3570,450870
Nova Scotia,Females,'1-19',2005,1487,1350,90790
Nova Scotia,Females,'20-34',2005,768,660,85960
Nova Scotia,Females,'35-49',2005,699,760,108650
Nova Scotia,Females,'50-64',2005,631,570,90270
Nova Scotia,Females,'65-79',2005,344,170,49410
Nova Scotia,Females,'80+',2005,233,60,25780
Nova Scotia,Females,'1+',2006,720,3240,449860
Nova Scotia,Females,'1-19',2006,1405,1250,88990
Nova Scotia,Females,'20-34',2006,675,570,84420
Nova Scotia,Females,'35-49',2006,624,670,107420
Nova Scotia,Females,'50-64',2006,539,500,92710
Nova Scotia,Females,'65-79',2006,379,190,50150
Nova Scotia,Females,'80+',2006,229,60,26180
Nova Scotia,Females,'1+',2007,622,2790,448400
Nova Scotia,Females,'1-19',2007,1228,1070,87130
Nova Scotia,Females,'20-34',2007,554,460,83040
Nova Scotia,Females,'35-49',2007,550,580,105540
Nova Scotia,Females,'50-64',2007,472,450,95270
Nova Scotia,Females,'65-79',2007,313,160,51070
Nova Scotia,Females,'80+',2007,266,70,26350
Nova Scotia,Females,'1+',2008,595,2670,448800
Nova Scotia,Females,'1-19',2008,1093,940,86000
Nova Scotia,Females,'20-34',2008,536,440,82150
Nova Scotia,Females,'35-49',2008,549,570,103900
Nova Scotia,Females,'50-64',2008,460,450,97720
Nova Scotia,Females,'65-79',2008,382,200,52400
Nova Scotia,Females,'80+',2008,300,80,26640
Nova Scotia,Females,'1+',2009,590,2650,449090
Nova Scotia,Females,'1-19',2009,1108,940,84810
Nova Scotia,Females,'20-34',2009,502,410,81650
Nova Scotia,Females,'35-49',2009,538,550,102180
Nova Scotia,Females,'50-64',2009,490,490,100060
Nova Scotia,Females,'65-79',2009,355,190,53590
Nova Scotia,Females,'80+',2009,299,80,26800
Nova Scotia,Females,'1+',2010,442,1990,450390
Nova Scotia,Females,'1-19',2010,824,690,83760
Nova Scotia,Females,'20-34',2010,367,300,81760
Nova Scotia,Females,'35-49',2010,399,400,100130
Nova Scotia,Females,'50-64',2010,351,360,102670
Nova Scotia,Females,'65-79',2010,309,170,54980
Nova Scotia,Females,'80+',2010,222,60,27070
Nova Scotia,Females,'1+',2011,420,1900,451930
Nova Scotia,Females,'1-19',2011,817,680,83200
Nova Scotia,Females,'20-34',2011,355,290,81780
Nova Scotia,Females,'35-49',2011,377,370,98170
Nova Scotia,Females,'50-64',2011,317,330,104060
Nova Scotia,Females,'65-79',2011,296,170,57340
Nova Scotia,Females,'80+',2011,219,60,27370
Nova Scotia,Females,'1+',2012,373,1690,452760
Nova Scotia,Females,'1-19',2012,667,550,82500
Nova Scotia,Females,'20-34',2012,307,250,81500
Nova Scotia,Females,'35-49',2012,365,350,95890
Nova Scotia,Females,'50-64',2012,305,320,105090
Nova Scotia,Females,'65-79',2012,266,160,60210
Nova Scotia,Females,'80+',2012,181,50,27560
Nova Scotia,Females,'1+',2013,346,1570,453620
Nova Scotia,Females,'1-19',2013,697,570,81730
Nova Scotia,Females,'20-34',2013,308,250,81050
Nova Scotia,Females,'35-49',2013,287,270,94020
Nova Scotia,Females,'50-64',2013,244,260,106350
Nova Scotia,Females,'65-79',2013,255,160,62640
Nova Scotia,Females,'80+',2013,144,40,27800
Nova Scotia,Females,'1+',2014,332,1510,454250
Nova Scotia,Females,'1-19',2014,628,510,81250
Nova Scotia,Females,'20-34',2014,287,230,80150
Nova Scotia,Females,'35-49',2014,304,280,92080
Nova Scotia,Females,'50-64',2014,269,290,107870
Nova Scotia,Females,'65-79',2014,216,140,64870
Nova Scotia,Females,'80+',2014,214,60,28030
Nova Scotia,Females,'1+',2015,327,1490,455630
Nova Scotia,Females,'1-19',2015,653,530,81160
Nova Scotia,Females,'20-34',2015,264,210,79670
Nova Scotia,Females,'35-49',2015,263,240,91090
Nova Scotia,Females,'50-64',2015,268,290,108270
Nova Scotia,Females,'65-79',2015,252,170,67420
Nova Scotia,Females,'80+',2015,179,50,28010
Nova Scotia,Females,'1+',2016,327,1500,458690
Nova Scotia,Females,'1-19',2016,627,510,81400
Nova Scotia,Females,'20-34',2016,262,210,80040
Nova Scotia,Females,'35-49',2016,298,270,90580
Nova Scotia,Females,'50-64',2016,249,270,108570
Nova Scotia,Females,'65-79',2016,272,190,69810
Nova Scotia,Females,'80+',2016,212,60,28310
Nova Scotia,Females,'1+',2017,335,1550,462660
Nova Scotia,Females,'1-19',2017,636,520,81790
Nova Scotia,Females,'20-34',2017,286,230,80370
Nova Scotia,Females,'35-49',2017,297,270,90760
Nova Scotia,Females,'50-64',2017,266,290,108830
Nova Scotia,Females,'65-79',2017,235,170,72390
Nova Scotia,Females,'80+',2017,245,70,28520
Nova Scotia,Males,'1+',2000,739,3240,438180
Nova Scotia,Males,'1-19',2000,1698,1740,102490
Nova Scotia,Males,'20-34',2000,420,380,90480
Nova Scotia,Males,'35-49',2000,431,480,111360
Nova Scotia,Males,'50-64',2000,453,360,79410
Nova Scotia,Males,'65-79',2000,500,210,41990
Nova Scotia,Males,'80+',2000,561,70,12470
Nova Scotia,Males,'1+',2001,711,3110,437110
Nova Scotia,Males,'1-19',2001,1731,1730,99920
Nova Scotia,Males,'20-34',2001,415,370,89080
Nova Scotia,Males,'35-49',2001,414,460,111150
Nova Scotia,Males,'50-64',2001,404,330,81750
Nova Scotia,Males,'65-79',2001,378,160,42340
Nova Scotia,Males,'80+',2001,466,60,12870
Nova Scotia,Males,'1+',2002,630,2750,436370
Nova Scotia,Males,'1-19',2002,1582,1540,97330
Nova Scotia,Males,'20-34',2002,363,320,88110
Nova Scotia,Males,'35-49',2002,380,420,110620
Nova Scotia,Males,'50-64',2002,344,290,84300
Nova Scotia,Males,'65-79',2002,327,140,42830
Nova Scotia,Males,'80+',2002,303,40,13180
Nova Scotia,Males,'1+',2003,644,2810,436400
Nova Scotia,Males,'1-19',2003,1780,1690,94940
Nova Scotia,Males,'20-34',2003,319,280,87710
Nova Scotia,Males,'35-49',2003,364,400,109860
Nova Scotia,Males,'50-64',2003,334,290,86930
Nova Scotia,Males,'65-79',2003,275,120,43560
Nova Scotia,Males,'80+',2003,224,30,13400
Nova Scotia,Males,'1+',2004,667,2910,436380
Nova Scotia,Males,'1-19',2004,1859,1720,92520
Nova Scotia,Males,'20-34',2004,390,340,87140
Nova Scotia,Males,'35-49',2004,367,400,108880
Nova Scotia,Males,'50-64',2004,311,280,89970
Nova Scotia,Males,'65-79',2004,294,130,44190
Nova Scotia,Males,'80+',2004,292,40,13690
Nova Scotia,Males,'1+',2005,661,2880,435610
Nova Scotia,Males,'1-19',2005,1856,1670,89990
Nova Scotia,Males,'20-34',2005,396,340,85890
Nova Scotia,Males,'35-49',2005,379,410,108130
Nova Scotia,Males,'50-64',2005,357,330,92560
Nova Scotia,Males,'65-79',2005,244,110,45170
Nova Scotia,Males,'80+',2005,144,20,13890
Nova Scotia,Males,'1+',2006,584,2540,434870
Nova Scotia,Males,'1-19',2006,1706,1500,87900
Nova Scotia,Males,'20-34',2006,321,270,84160
Nova Scotia,Males,'35-49',2006,336,360,107050
Nova Scotia,Males,'50-64',2006,294,280,95190
Nova Scotia,Males,'65-79',2006,237,110,46460
Nova Scotia,Males,'80+',2006,142,20,14120
Nova Scotia,Males,'1+',2007,526,2280,433690
Nova Scotia,Males,'1-19',2007,1472,1270,86260
Nova Scotia,Males,'20-34',2007,328,270,82270
Nova Scotia,Males,'35-49',2007,314,330,105160
Nova Scotia,Males,'50-64',2007,286,280,97770
Nova Scotia,Males,'65-79',2007,230,110,47840
Nova Scotia,Males,'80+',2007,208,30,14400
Nova Scotia,Males,'1+',2008,520,2260,434970
Nova Scotia,Males,'1-19',2008,1456,1240,85150
Nova Scotia,Males,'20-34',2008,306,250,81650
Nova Scotia,Males,'35-49',2008,327,340,103950
Nova Scotia,Males,'50-64',2008,290,290,100060
Nova Scotia,Males,'65-79',2008,223,110,49390
Nova Scotia,Males,'80+',2008,203,30,14790
Nova Scotia,Males,'1+',2009,484,2110,436240
Nova Scotia,Males,'1-19',2009,1382,1160,83940
Nova Scotia,Males,'20-34',2009,283,230,81270
Nova Scotia,Males,'35-49',2009,283,290,102520
Nova Scotia,Males,'50-64',2009,284,290,102280
Nova Scotia,Males,'65-79',2009,235,120,51100
Nova Scotia,Males,'80+',2009,198,30,15130
Nova Scotia,Males,'1+',2010,369,1620,438670
Nova Scotia,Males,'1-19',2010,1084,900,83040
Nova Scotia,Males,'20-34',2010,184,150,81570
Nova Scotia,Males,'35-49',2010,228,230,101020
Nova Scotia,Males,'50-64',2010,210,220,104570
Nova Scotia,Males,'65-79',2010,189,100,52950
Nova Scotia,Males,'80+',2010,193,30,15540
Nova Scotia,Males,'1+',2011,354,1560,440560
Nova Scotia,Males,'1-19',2011,1007,830,82390
Nova Scotia,Males,'20-34',2011,209,170,81380
Nova Scotia,Males,'35-49',2011,202,200,99120
Nova Scotia,Males,'50-64',2011,179,190,105970
Nova Scotia,Males,'65-79',2011,215,120,55740
Nova Scotia,Males,'80+',2011,250,40,15970
Nova Scotia,Males,'1+',2012,306,1350,441740
Nova Scotia,Males,'1-19',2012,868,710,81810
Nova Scotia,Males,'20-34',2012,186,150,80770
Nova Scotia,Males,'35-49',2012,186,180,96960
Nova Scotia,Males,'50-64',2012,177,190,107060
Nova Scotia,Males,'65-79',2012,187,110,58690
Nova Scotia,Males,'80+',2012,122,20,16440
Nova Scotia,Males,'1+',2013,291,1290,443720
Nova Scotia,Males,'1-19',2013,811,660,81390
Nova Scotia,Males,'20-34',2013,175,140,79930
Nova Scotia,Males,'35-49',2013,189,180,95310
Nova Scotia,Males,'50-64',2013,175,190,108760
Nova Scotia,Males,'65-79',2013,163,100,61460
Nova Scotia,Males,'80+',2013,178,30,16880
Nova Scotia,Males,'1+',2014,279,1240,444580
Nova Scotia,Males,'1-19',2014,765,620,81050
Nova Scotia,Males,'20-34',2014,165,130,78750
Nova Scotia,Males,'35-49',2014,193,180,93340
Nova Scotia,Males,'50-64',2014,146,160,109940
Nova Scotia,Males,'65-79',2014,172,110,64090
Nova Scotia,Males,'80+',2014,230,40,17410
Nova Scotia,Males,'1+',2015,275,1230,446890
Nova Scotia,Males,'1-19',2015,761,620,81510
Nova Scotia,Males,'20-34',2015,128,100,78060
Nova Scotia,Males,'35-49',2015,206,190,92190
Nova Scotia,Males,'50-64',2015,163,180,110640
Nova Scotia,Males,'65-79',2015,150,100,66570
Nova Scotia,Males,'80+',2015,112,20,17890
Nova Scotia,Males,'1+',2016,291,1310,450860
Nova Scotia,Males,'1-19',2016,817,670,82010
Nova Scotia,Males,'20-34',2016,166,130,78450
Nova Scotia,Males,'35-49',2016,175,160,91640
Nova Scotia,Males,'50-64',2016,171,190,111210
Nova Scotia,Males,'65-79',2016,188,130,68990
Nova Scotia,Males,'80+',2016,108,20,18560
Nova Scotia,Males,'1+',2017,286,1300,454980
Nova Scotia,Males,'1-19',2017,753,620,82380
Nova Scotia,Males,'20-34',2017,140,110,78490
Nova Scotia,Males,'35-49',2017,206,190,92050
Nova Scotia,Males,'50-64',2017,198,220,111210
Nova Scotia,Males,'65-79',2017,196,140,71580
Nova Scotia,Males,'80+',2017,156,30,19270
New Brunswick,Both sexes,'1+',2000,716,5170,722060
New Brunswick,Both sexes,'1-19',2000,1237,2040,164930
New Brunswick,Both sexes,'20-34',2000,533,800,150040
New Brunswick,Both sexes,'35-49',2000,505,920,182330
New Brunswick,Both sexes,'50-64',2000,581,730,125580
New Brunswick,Both sexes,'65-79',2000,712,510,71620
New Brunswick,Both sexes,'80+',2000,617,170,27550
New Brunswick,Both sexes,'1+',2001,680,4870,716040
New Brunswick,Both sexes,'1-19',2001,1209,1940,160480
New Brunswick,Both sexes,'20-34',2001,527,770,146230
New Brunswick,Both sexes,'35-49',2001,472,850,180110
New Brunswick,Both sexes,'50-64',2001,502,650,129590
New Brunswick,Both sexes,'65-79',2001,660,470,71230
New Brunswick,Both sexes,'80+',2001,634,180,28390
New Brunswick,Both sexes,'1+',2002,658,4680,711620
New Brunswick,Both sexes,'1-19',2002,1256,1960,156040
New Brunswick,Both sexes,'20-34',2002,508,730,143630
New Brunswick,Both sexes,'35-49',2002,433,770,177750
New Brunswick,Both sexes,'50-64',2002,463,620,133900
New Brunswick,Both sexes,'65-79',2002,589,420,71280
New Brunswick,Both sexes,'80+',2002,620,180,29010
New Brunswick,Both sexes,'1+',2003,623,4410,708420
New Brunswick,Both sexes,'1-19',2003,1211,1840,151920
New Brunswick,Both sexes,'20-34',2003,444,630,141750
New Brunswick,Both sexes,'35-49',2003,462,810,175300
New Brunswick,Both sexes,'50-64',2003,471,650,138080
New Brunswick,Both sexes,'65-79',2003,500,360,71970
New Brunswick,Both sexes,'80+',2003,442,130,29420
New Brunswick,Both sexes,'1+',2004,564,3980,705340
New Brunswick,Both sexes,'1-19',2004,1097,1630,148550
New Brunswick,Both sexes,'20-34',2004,430,600,139600
New Brunswick,Both sexes,'35-49',2004,424,730,172230
New Brunswick,Both sexes,'50-64',2004,414,590,142680
New Brunswick,Both sexes,'65-79',2004,428,310,72380
New Brunswick,Both sexes,'80+',2004,335,100,29890
New Brunswick,Both sexes,'1+',2005,565,3970,702930
New Brunswick,Both sexes,'1-19',2005,1217,1770,145410
New Brunswick,Both sexes,'20-34',2005,409,560,136860
New Brunswick,Both sexes,'35-49',2005,411,700,170180
New Brunswick,Both sexes,'50-64',2005,416,610,146640
New Brunswick,Both sexes,'65-79',2005,340,250,73470
New Brunswick,Both sexes,'80+',2005,296,90,30390
New Brunswick,Both sexes,'1+',2006,492,3440,698890
New Brunswick,Both sexes,'1-19',2006,1037,1470,141810
New Brunswick,Both sexes,'20-34',2006,374,500,133630
New Brunswick,Both sexes,'35-49',2006,364,610,167510
New Brunswick,Both sexes,'50-64',2006,339,510,150270
New Brunswick,Both sexes,'65-79',2006,360,270,74910
New Brunswick,Both sexes,'80+',2006,260,80,30760
New Brunswick,Both sexes,'1+',2007,421,2940,697650
New Brunswick,Both sexes,'1-19',2007,881,1230,139560
New Brunswick,Both sexes,'20-34',2007,321,420,130800
New Brunswick,Both sexes,'35-49',2007,322,530,164750
New Brunswick,Both sexes,'50-64',2007,304,470,154490
New Brunswick,Both sexes,'65-79',2007,300,230,76630
New Brunswick,Both sexes,'80+',2007,223,70,31430
New Brunswick,Both sexes,'1+',2008,400,2800,699180
New Brunswick,Both sexes,'1-19',2008,824,1140,138340
New Brunswick,Both sexes,'20-34',2008,310,400,129110
New Brunswick,Both sexes,'35-49',2008,338,550,162520
New Brunswick,Both sexes,'50-64',2008,272,430,158230
New Brunswick,Both sexes,'65-79',2008,266,210,78980
New Brunswick,Both sexes,'80+',2008,250,80,32020
New Brunswick,Both sexes,'1+',2009,427,2960,694000
New Brunswick,Both sexes,'1-19',2009,856,1170,136610
New Brunswick,Both sexes,'20-34',2009,348,440,126520
New Brunswick,Both sexes,'35-49',2009,366,580,158440
New Brunswick,Both sexes,'50-64',2009,293,470,160200
New Brunswick,Both sexes,'65-79',2009,300,240,79950
New Brunswick,Both sexes,'80+',2009,186,60,32290
New Brunswick,Both sexes,'1+',2010,378,2630,695690
New Brunswick,Both sexes,'1-19',2010,787,1060,134710
New Brunswick,Both sexes,'20-34',2010,295,370,125340
New Brunswick,Both sexes,'35-49',2010,325,510,156890
New Brunswick,Both sexes,'50-64',2010,250,410,163710
New Brunswick,Both sexes,'65-79',2010,280,230,82250
New Brunswick,Both sexes,'80+',2010,183,60,32810
New Brunswick,Both sexes,'1+',2011,396,2770,700050
New Brunswick,Both sexes,'1-19',2011,817,1100,134650
New Brunswick,Both sexes,'20-34',2011,257,320,124540
New Brunswick,Both sexes,'35-49',2011,331,510,154260
