Scenario,Region,Variable,Type,Year,Value,Unit
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2012,6173.748,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2013,6848.48,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2014,5521.816,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2015,4854.0841,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2016,4812.2123,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2017,4829.1605,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2018,4959.7592,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2019,4972.7192,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2020,4454.2708,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2021,4431.4996,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2022,4909.4,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2023,5046.071,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2024,5178.194,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2025,4583.895,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2026,4612.5993,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2027,4538.9398,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2028,4570.644,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2029,4585.0806,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2030,4580.59,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2031,4583.4654,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2032,3505.4622,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2033,3525.1894,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2034,3498.0701,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2035,3158.6192,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2036,3107.7094,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2037,3015.857,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2038,2978.8986,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2039,2526.9355,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2040,2459.0381,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2041,2115.6804,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2042,2048.3698,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2043,1951.1776,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2044,1788.8795,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2045,1666.1943,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2046,1528.4557,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2047,1624.8326,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2048,1531.6998,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2049,1395.4141,GWh
Current Policies,Nova Scotia,Coal & Coke,Primary Fuel,2050,1333.1326,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2005,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2006,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2007,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2008,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2009,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2010,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2011,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2012,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2013,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2014,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2015,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2016,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2017,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2018,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2019,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2020,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2021,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2022,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2023,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2024,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2025,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2026,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2027,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2028,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2029,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2030,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2031,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2032,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2033,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2034,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2035,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2036,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2037,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2038,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2039,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2040,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2041,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2042,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2043,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2044,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2045,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2046,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2047,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2048,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2049,0,GWh
Current Policies,Northwest Territories,Coal & Coke,Primary Fuel,2050,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2005,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2006,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2007,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2008,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2009,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2010,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2011,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2012,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2013,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2014,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2015,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2016,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2017,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2018,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2019,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2020,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2021,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2022,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2023,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2024,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2025,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2026,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2027,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2028,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2029,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2030,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2031,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2032,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2033,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2034,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2035,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2036,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2037,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2038,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2039,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2040,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2041,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2042,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2043,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2044,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2045,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2046,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2047,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2048,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2049,0,GWh
Current Policies,Nunavut,Coal & Coke,Primary Fuel,2050,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2005,28734.08,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2006,23808.08,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2007,27468.72,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2008,22638.21,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2009,10461.15,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2010,10336.62,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2011,4329.339,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2012,3596.735,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2013,2742.243,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2014,94.8114,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2015,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2016,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2017,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2018,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2019,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2020,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2021,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2022,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2023,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2024,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2025,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2026,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2027,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2028,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2029,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2030,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2031,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2032,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2033,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2034,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2035,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2036,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2037,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2038,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2039,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2040,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2041,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2042,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2043,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2044,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2045,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2046,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2047,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2048,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2049,0,GWh
Current Policies,Ontario,Coal & Coke,Primary Fuel,2050,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2005,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2006,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2007,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2008,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2009,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2010,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2011,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2012,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2013,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2014,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2015,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2016,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2017,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2018,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2019,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2020,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2021,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2022,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2023,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2024,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2025,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2026,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2027,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2028,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2029,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2030,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2031,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2032,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2033,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2034,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2035,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2036,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2037,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2038,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2039,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2040,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2041,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2042,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2043,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2044,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2045,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2046,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2047,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2048,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2049,0,GWh
Current Policies,Prince Edward Island,Coal & Coke,Primary Fuel,2050,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2005,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2006,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2007,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2008,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2009,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2010,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2011,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2012,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2013,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2014,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2015,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2016,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2017,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2018,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2019,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2020,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2021,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2022,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2023,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2024,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2025,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2026,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2027,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2028,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2029,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2030,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2031,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2032,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2033,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2034,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2035,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2036,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2037,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2038,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2039,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2040,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2041,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2042,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2043,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2044,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2045,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2046,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2047,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2048,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2049,0,GWh
Current Policies,Quebec,Coal & Coke,Primary Fuel,2050,0,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2005,13157.72,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2006,12734.72,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2007,13706.72,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2008,14055.07,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2009,14446.21,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2010,13510.41,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2011,13181.21,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2012,13089.82,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2013,13578.27,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2014,11726.75,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2015,12023.56,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2016,11974.82,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2017,11915.14,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2018,10290.84,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2019,9981.5,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2020,10088.6,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2021,9707.948,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2022,8611.971,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2023,8729.672,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2024,8316.446,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2025,7876.257,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2026,6472.455,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2027,6713.041,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2028,2450.81,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2029,2450.812,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2030,2450.81,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2031,2450.812,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2032,2450.811,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2033,2450.81,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2034,2450.811,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2035,2450.811,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2036,2450.81,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2037,386.3376,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2038,386.337,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2039,386.3375,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2040,386.3377,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2041,386.3376,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2042,386.3382,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2043,386.3373,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2044,386.3384,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2045,386.3377,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2046,386.3374,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2047,386.3373,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2048,386.3372,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2049,386.3381,GWh
Current Policies,Saskatchewan,Coal & Coke,Primary Fuel,2050,386.3373,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2005,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2006,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2007,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2008,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2009,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2010,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2011,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2012,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2013,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2014,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2015,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2016,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2017,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2018,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2019,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2020,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2021,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2022,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2023,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2024,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2025,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2026,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2027,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2028,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2029,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2030,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2031,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2032,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2033,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2034,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2035,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2036,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2037,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2038,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2039,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2040,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2041,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2042,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2043,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2044,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2045,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2046,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2047,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2048,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2049,0,GWh
Current Policies,Yukon,Coal & Coke,Primary Fuel,2050,0,GWh
Current Policies,Alberta,Hydro / Wave / Tidal,Primary Fuel,2005,2316,GWh
