Scenario,Region,Variable,Type,Year,Value,Unit
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2005,1725.168,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2006,1855.169,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2007,1870.362,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2008,1917.388,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2009,1861.5,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2010,1908.777,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2011,1972.19,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2012,2089.118,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2013,2250.1,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2014,3497.7,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2015,2120.298,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2016,2127.448,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2017,1158.511,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2018,1837.126,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2019,1844.108,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2020,1631.825,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2021,1631.824,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2022,1807.0229,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2023,1807.0242,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2024,1807.0228,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2025,1807.0241,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2026,1807.0228,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2027,1807.0229,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2028,1807.0228,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2029,1807.0229,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2030,1807.024,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2031,1801.6367,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2032,1788.0174,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2033,1786.062,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2034,1782.5503,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2035,1780.1917,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2036,1800.0056,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2037,1802.1981,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2038,1833.44,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2039,1836.9159,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2040,1832.7877,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2041,1843.8211,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2042,1838.9723,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2043,1904.379,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2044,1899.511,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2045,1901.9755,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2046,2094.9637,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2047,2137.7179,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2048,2035.3227,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2049,1870.1956,GWh
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2050,1878.6381,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2005,2863.407,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2006,2948.704,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2007,2948.704,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2008,2467.383,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2009,2162.837,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2010,3810.735,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2011,4110.999,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2012,4034.091,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2013,3821.901,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2014,5856.074,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2015,3658.621,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2016,4486.414,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2017,1858.063,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2018,3319.555,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2019,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2020,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2021,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2022,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2023,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2024,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2025,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2026,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2027,3275.152,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2028,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2029,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2030,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2031,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2032,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2033,3275.152,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2034,3275.152,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2035,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2036,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2037,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2038,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2039,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2040,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2041,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2042,3275.151,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2043,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2044,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2045,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2046,3275.149,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2047,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2048,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2049,3275.15,GWh
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2050,3275.149,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2005,27.33,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2006,32,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2007,27,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2008,38,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2009,0,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2010,0,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2011,0,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2012,39,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2013,42,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2014,64.4,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2015,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2016,108,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2017,56,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2018,46,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2019,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2020,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2021,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2022,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2023,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2024,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2025,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2026,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2027,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2028,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2029,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2030,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2031,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2032,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2033,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2034,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2035,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2036,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2037,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2038,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2039,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2040,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2041,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2042,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2043,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2044,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2045,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2046,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2047,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2048,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2049,82,GWh
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2050,82,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2005,610,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2006,610,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2007,562,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2008,647,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2009,576,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2010,585,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2011,569,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2012,578.9999,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2013,558,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2014,474.7,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2015,309,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2016,328,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2017,270,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2018,508,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2019,505,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2020,505.0004,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2021,505.0003,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2022,504.9997,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2023,504.9996,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2024,504.9998,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2025,505.0001,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2026,504.9999,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2027,505.0006,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2028,505.0002,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2029,505.0001,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2030,504.9997,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2031,505.0003,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2032,505.0003,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2033,505.0004,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2034,505.0004,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2035,504.9997,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2036,505.0004,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2037,505.0002,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2038,504.9996,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2039,505,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2040,510.9626,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2041,510.9623,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2042,510.9622,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2043,510.9626,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2044,510.9624,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2045,510.9627,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2046,516.9199,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2047,522.8765,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2048,528.7456,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2049,534.5275,GWh
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2050,540.0464,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2005,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2006,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2007,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2008,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2009,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2010,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2011,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2012,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2013,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2014,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2015,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2016,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2017,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2018,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2019,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2020,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2021,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2022,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2023,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2024,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2025,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2026,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2027,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2028,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2029,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2030,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2031,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2032,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2033,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2034,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2035,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2036,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2037,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2038,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2039,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2040,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2041,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2042,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2043,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2044,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2045,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2046,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2047,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2048,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2049,0,GWh
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2050,0,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2005,318,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2006,318,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2007,318,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2008,322,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2009,245,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2010,378,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2011,363,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2012,387,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2013,331,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2014,253.9,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2015,427,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2016,395,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2017,288,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2018,487,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2019,314,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2020,107.0972,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2021,126.5067,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2022,137.3338,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2023,140.4609,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2024,140.4609,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2025,132.8051,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2026,204.8211,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2027,202.1,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2028,203.7815,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2029,204.1392,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2030,204.028,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2031,204.0992,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2032,172.3854,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2033,172.8742,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2034,172.2022,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2035,177.5081,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2036,176.0407,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2037,174.3314,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2038,173.2661,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2039,174.3542,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2040,172.0179,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2041,181.1272,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2042,178.2449,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2043,212.2314,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2044,212.2314,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2045,212.2314,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2046,213.2971,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2047,159.0905,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2048,155.0428,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2049,214.872,GWh
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2050,216.0251,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2005,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2006,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2007,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2008,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2009,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2010,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2011,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2012,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2013,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2014,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2015,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2016,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2017,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2018,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2019,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2020,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2021,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2022,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2023,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2024,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2025,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2026,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2027,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2028,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2029,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2030,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2031,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2032,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2033,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2034,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2035,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2036,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2037,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2038,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2039,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2040,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2041,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2042,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2043,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2044,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2045,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2046,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2047,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2048,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2049,0,GWh
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2050,0,GWh
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2005,0,GWh
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2006,0,GWh
Current Policies,Nunavut,Biomass / Geothermal,Primary Fuel,2007,0,GWh
