Scenario,Region,Variable,Type,Year,Value,Unit
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2005,271,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2006,313.1,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2007,313.1,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2008,313.1,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2009,323.2,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2010,340.2,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2011,358.697,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2012,413.797,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2013,416.646,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2014,438.3,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2015,428,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2016,281.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2017,281.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2018,272.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2019,272.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2020,281.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2021,281.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2022,301.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2023,351.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2024,342.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2025,351.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2026,351.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2027,342.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2028,392.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2029,392.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2030,401.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2031,392.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2032,392.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2033,451.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2034,451.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2035,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2036,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2037,451.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2038,451.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2039,451.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2040,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2041,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2042,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2043,451.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2044,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2045,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2046,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2047,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2048,442.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2049,451.61,Megwatts
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2050,451.61,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2005,742.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2006,742.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2007,742.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2008,742.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2009,742.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2010,790.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2011,791.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2012,791.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2013,817.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2014,817.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2015,817.5,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2016,887.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2017,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2018,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2019,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2020,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2021,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2022,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2023,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2024,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2025,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2026,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2027,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2028,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2029,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2030,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2031,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2032,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2033,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2034,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2035,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2036,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2037,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2038,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2039,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2040,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2041,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2042,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2043,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2044,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2045,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2046,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2047,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2048,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2049,927.79,Megwatts
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2050,927.79,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2005,1735.588,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2006,1742.188,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2007,1742.188,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2008,1666.188,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2009,1735.288,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2010,1800.288,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2011,1829.785,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2012,1884.885,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2013,1913.734,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2014,2368.828,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2015,2236.928,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2016,2515.5,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2017,2446.9,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2018,2459.7,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2019,2260.2,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2020,2279.1,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2021,2298.35,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2022,2318.35,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2023,2378.35,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2024,2379.701,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2025,2398.886,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2026,2408.682,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2027,2409.529,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2028,2469.323,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2029,2479.112,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2030,2497.915,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2031,2498.717,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2032,2498.717,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2033,2567.876,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2034,2578.096,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2035,2579.391,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2036,2589.603,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2037,2608.68,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2038,2618.621,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2039,2628.489,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2040,2630.503,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2041,2640.702,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2042,2652.291,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2043,2671.508,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2044,2672.747,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2045,2682.965,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2046,2695.012,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2047,2707.277,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2048,2719.683,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2049,2741.071,Megwatts
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2050,2753.554,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2005,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2006,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2007,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2008,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2009,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2010,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2011,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2012,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2013,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2014,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2015,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2016,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2017,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2018,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2019,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2020,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2021,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2022,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2023,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2024,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2025,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2026,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2027,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2028,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2029,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2030,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2031,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2032,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2033,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2034,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2035,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2036,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2037,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2038,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2039,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2040,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2041,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2042,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2043,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2044,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2045,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2046,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2047,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2048,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2049,22,Megwatts
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2050,22,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2005,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2006,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2007,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2008,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2009,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2010,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2011,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2012,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2013,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2014,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2015,127.3682,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2016,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2017,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2018,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2019,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2020,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2021,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2022,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2023,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2024,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2025,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2026,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2027,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2028,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2029,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2030,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2031,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2032,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2033,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2034,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2035,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2036,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2037,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2038,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2039,127.3,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2040,128.3424,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2041,128.3424,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2042,128.3424,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2043,128.3424,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2044,128.3424,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2045,128.3424,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2046,129.4004,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2047,130.4409,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2048,131.4659,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2049,132.481,Megwatts
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2050,133.4548,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2005,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2006,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2007,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2008,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2009,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2010,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2011,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2012,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2013,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2014,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2015,15,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2016,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2017,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2018,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2019,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2020,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2021,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2022,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2023,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2024,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2025,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2026,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2027,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2028,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2029,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2030,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2031,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2032,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2033,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2034,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2035,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2036,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2037,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2038,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2039,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2040,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2041,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2042,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2043,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2044,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2045,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2046,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2047,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2048,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2049,0,Megwatts
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2050,0,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2005,68.62,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2006,66.12,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2007,66.12,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2008,66.12,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2009,66.12,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2010,66.12,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2011,66.12,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2012,66.12,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2013,66.12,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2014,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2015,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2016,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2017,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2018,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2019,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2020,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2021,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2022,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2023,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2024,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2025,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2026,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2027,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2028,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2029,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2030,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2031,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2032,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2033,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2034,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2035,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2036,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2037,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2038,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2039,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2040,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2041,112.56,Megwatts
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2042,112.56,Megwatts
