Scenario,Region,Variable,Year,Value,Sector,Unit
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2023,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2024,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2024,3.5309,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2024,0.0116,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2024,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2025,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2025,3.5337,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2025,0.0167,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2025,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2026,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2026,3.5563,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2026,0.0217,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2026,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2027,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2027,3.5916,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2027,0.0268,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2027,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2028,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2028,3.5984,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2028,0.0317,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2028,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2029,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2029,3.5819,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2029,0.0369,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2029,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2030,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2030,3.6136,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2030,0.0417,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2030,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2031,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2031,3.5954,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2031,0.0471,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2031,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2032,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2032,3.6114,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2032,0.0519,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2032,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2033,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2033,3.5995,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2033,0.0569,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2033,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2034,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2034,3.574,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2034,0.0618,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2034,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2035,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2035,3.5604,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2035,0.0665,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2035,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2036,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2036,3.5412,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2036,0.0707,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2036,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2037,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2037,3.5229,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2037,0.0742,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2037,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2038,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2038,3.541,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2038,0.0773,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2038,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2039,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2039,3.5842,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2039,0.0796,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2039,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2040,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2040,3.5723,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2040,0.0814,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2040,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2041,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2041,3.5881,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2041,0.0823,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2041,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2042,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2042,3.6086,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2042,0.0829,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2042,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2043,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2043,3.6539,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2043,0.0826,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2043,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2044,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2044,3.6722,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2044,0.0818,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2044,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2045,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2045,3.6981,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2045,0.0805,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2045,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2046,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2046,3.7419,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2046,0.0782,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2046,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2047,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2047,3.7617,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2047,0.0756,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2047,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2048,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2048,3.8355,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2048,0.0718,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2048,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2049,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2049,3.8315,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2049,0.0671,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2049,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,Natural Gas,2050,0,Electric Generation,Petajoules
Evolving Policies,Nunavut,RPP,2050,3.9092,Electric Generation,Petajoules
Evolving Policies,Nunavut,Other Renewables and Landfill Gas,2050,0.0617,Electric Generation,Petajoules
Evolving Policies,Nunavut,"Coal, Coke and Coke Oven Gas",2050,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2005,109.9969,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2005,74.0722,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2005,16.093,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2005,299.5773,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2006,105.963,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2006,74.0723,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2006,16.5212,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2006,299.5773,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2007,105.9625,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2007,74.0722,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2007,17.777,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2007,299.5773,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2008,83.5416,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2008,94.3286,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2008,35.3699,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2008,249.1876,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2009,70.2069,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2009,8.4245,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2009,22.266,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2009,119.5283,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2010,144.1318,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2010,0.6683,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2010,35.0961,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2010,116.6215,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2011,207.8705,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2011,0.4432,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2011,40.7958,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2011,41.094,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2012,213.658,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2012,0.3872,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2012,40.8529,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2012,34.8709,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2013,164.2037,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2013,0.1875,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2013,37.2134,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2013,27.8784,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2014,143.4356,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2014,1.6469,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2014,60.7484,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2014,1.2124,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2015,159.2376,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2015,0.9121,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2015,80.8438,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2015,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2016,127.3269,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2016,1.3658,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2016,60.0506,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2016,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2017,78.0855,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2017,1.6354,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2017,56.2511,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2017,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2018,116.5744,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2018,1.4189,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2018,66.1893,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2018,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2019,111.3546,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2019,0.9259,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2019,62.5763,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2019,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2020,87.0697,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2020,0.1985,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2020,69.2612,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2020,0.7292,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2021,117.5355,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2021,1.8866,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2021,74.67,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2021,0.7396,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2022,147.64,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2022,1.5968,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2022,74.8578,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2022,0.7345,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2023,186.82,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2023,6.4602,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2023,74.7957,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2023,0.7332,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2024,126.1876,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2024,1.0202,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2024,74.3219,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2024,0.7328,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2025,164.9971,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2025,11.9783,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2025,74.2777,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2025,0.7323,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2026,215.526,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2026,43.3959,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2026,75.0797,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2026,0.732,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2027,190.9416,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2027,26.8259,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2027,74.5772,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2027,0.731,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2028,178.2725,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2028,16.4174,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2028,74.4956,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2028,0.7301,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2029,233.5835,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2029,43.6872,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2029,76.0033,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2029,0.7289,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2030,192.4677,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2030,10.483,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2030,93.9349,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2030,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2031,243.8846,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2031,49.4639,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2031,105.2137,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2031,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2032,189.4736,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2032,23.9006,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2032,117.2729,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2032,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2033,187.0804,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2033,33.1307,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2033,120.5668,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2033,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2034,156.9914,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2034,21.9234,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2034,122.5894,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2034,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2035,150.5984,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2035,17.4676,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2035,124.1153,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2035,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2036,56.1821,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2036,49.9513,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2036,125.4483,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2036,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2037,53.4438,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2037,50.3869,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2037,126.2789,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2037,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2038,44.1597,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2038,40.7708,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2038,135.6304,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2038,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2039,43.8984,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2039,42.9263,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2039,134.4554,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2039,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2040,39.9838,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2040,35.9185,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2040,139.1402,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2040,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2041,43.5828,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2041,49.2105,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2041,129.5803,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2041,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2042,45.3798,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2042,31.8034,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2042,126.3775,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2042,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2043,48.241,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2043,40.9914,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2043,110.397,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2043,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2044,44.6774,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2044,29.6072,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2044,105.1956,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2044,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2045,46.5623,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2045,37.3981,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2045,92.9058,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2045,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2046,46.452,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2046,34.0506,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2046,93.2455,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2046,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2047,47.8727,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2047,39.1249,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2047,89.1805,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2047,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2048,46.024,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2048,32.4399,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2048,97.2845,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2048,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2049,47.3382,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2049,38.0799,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2049,97.6217,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2049,0,Electric Generation,Petajoules
Evolving Policies,Ontario,Natural Gas,2050,48.9637,Electric Generation,Petajoules
Evolving Policies,Ontario,RPP,2050,48.1859,Electric Generation,Petajoules
Evolving Policies,Ontario,Other Renewables and Landfill Gas,2050,98.8432,Electric Generation,Petajoules
Evolving Policies,Ontario,"Coal, Coke and Coke Oven Gas",2050,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2005,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2005,0.0788,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2005,0.154,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2005,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2006,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2006,0.0788,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2006,0.1396,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2006,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2007,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2007,0.0788,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2007,0.154,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2007,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2008,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2008,0.0601,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Other Renewables and Landfill Gas,2008,0.5373,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,"Coal, Coke and Coke Oven Gas",2008,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,Natural Gas,2009,0,Electric Generation,Petajoules
Evolving Policies,Prince Edward Island,RPP,2009,0.1091,Electric Generation,Petajoules
